Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
15766	Sex or Symbol?	Erotic Images of Greece and Rome	"Johns, Catherine"	British Museum Publications	1982	0-7141-1713-7			709	JOH		704	JOH					
16170	He	Understanding Masculine Psychology	"Johnson, Robert A"	Harper & Row	1974	0-06-080415-7			150	JOH		155.3	JOH					
10132	She	Understanding Feminine Psychology	"Johnson, Robert A"	Harper & Row - New York	1977	0-06-080416-5	Philosophy	General Psychology	150	JOH		155.3	JOH					
10500	Life World Library - Mexico		"Johnson, William Weber"	Time-Life International (Nederland) N.V.	1970		General Works	General Periodicals	50	JOH		900	JOH					
10721	"Great Problem and the Evidence for its Solution, The"		"Johnson, George Lindsay"	Rider & Co. - London	1935		Philosophy	Branches of Psychology - Occult Sciences	133	JOH		218	JOH					
11277	International Book of Trees		"Johnson, Hugh"	Mitchell Beazley Ltd. - London	1978	0 85533 181 X	Pure Science	Botanical Sciences	580	JOH		580	JOH					
15838	Burne-Jones		"Johnson, May "	Academy Editions	1979				750	BUR		759	JOH					
15746	British Cathedrals		"Johnson, Paul"	Weidenfeld & Nicolson	1980	0-297-77828-5			726	JOH		726	JOH					
15656	"History of the Modern World, A"	from 1917 to the 1980's	"Johnson, Paul"	Weidenfeld & Nocilson	1984	0-297-78475-7			900	JOH		900	JOH					
11930	"Offshore Islanders, The"	From Roman Occupation to European Entry	"Johnson, Paul"	Penguin Books	1975	0 1402 1836 X	History	Europe - England	942	JOH		942	JOH					
11872	Works of Samuel Johnson	Volume the Ninth	"Johnson, Samuel"	Various	1801		Literature	English Literature	820	JOH		821.09	JOH					
13699	"Poems of Samuel Johnson, The"	edited by David Nichol Smith and Edward L. McAdam	"Johnson, Samuel"	Oxford University Press	1974				821	JOH		821	JOH					
11350	Rasselas		"Johnson, Samuel"	George Routledge & Sons Ltd. - London			Literature	English Literature - English Fiction	823	JOH		823	JOH					
13872	"History of Rasselas, Prince of Abissinia, The"	edited with an introduction by D. J. Enright	"Johnson, Samuel"	Penguin	1976				823	JOH		823	JOH					
13472	"Rambler, The"		"Johnson, Samuel"	J. M. Dent & Sons	1963				824	JOH		824	JOH					
14580	Selections From Samuel Johnson 1709 - 1784	edited by R.W.Chapman	"Johnson, Samuel"	Oxford University Press	1962				828	JOH		828	JOH					
13879	Wit and Wisdom of Samuel Johnson	Selected and arranged by George Birkbeck Hill	"Johnson, Samuel"	Oxford University	1888				828	JOH		828	JOH					
13875	Johnson On Johnson	A Selection of the Personal and Autobiographical Writings of Samuel Johnson (1709 - 1784) edited by John Wain	"Johnson, Samuel"	J. M. Dent	1976				920	JOH		921	JOH	JOH				
13876	Lives of the English Poets	A Selection introduced by John Wain	"Johnson, Samuel"	J. M. Dent	1975	0-460 1170 x			920	JOH		920	JOH					
13877	"Lives of the English Poets, The"	Selected and introduced by  S. C. Roberts	"Johnson, Samuel"	Collins	1963				920	JOH		920	JOH					
10594	"Yoga Sutras of Patanjali, The"		"Johnston, Charles"	John M. Watkins - London	1964		Religion	Other Religions - Brahmanism & Related	294	JOH		294.5	JOH					
10892	Early Samkhya	An Essay on its Historical Development According to the Texts	"Johnston, E H"	Motilal Banarsidass - Delhi	1974	0 8426 0684 X	Religion	Other Religions - Brahmanism & Related	294	JOH		294.5	JOH					
11250	"Inner Eye of Love, The"	Mysticism and Religion	"Johnston, William"	Collins - London	1978	0 00 215823 X	Religion	Devotional & Practical - Meditations & Contemplations	214.2	JOH		291.4	JOH					
11929	Europe Since 1870	An International History	"Joll, James"	Penguin Books	1976	0 1402 1918 8	History	Europe	940	JOL		940.2	JOL					
13253	Manava Dharma-Sastra	The Code of Manu	"Jolly, J  (Ed)"	Truber & Co.	1887		Hinduism	Scriptures	294.592	JOL		294.5	JOL					
	Writers on Writing	A compendium of quotations on the writer's art	"Winokur, Jon"	Headline	1987	0 7472 3200 8						808	WIN					
11254	"Gnostic Religion, The"	The Message of the Alien God and the Beginnings of Christianity	"Jonas, Hans"	Beacon Press - Boston	1967		Religion	Christian Churches & Sects - Primitive & Oriental Churches	218.1	JON		299	JON					
10067	Rudolf Eucken: A Philosophy of Life		"Jones, Abel J"	T. C. & E. C. Jack - London	1913		Philosophy	Modern Philosophy - German & Austrian	193	JON		193	JON					
11000	Listen Pilgrim		"Jones, Christopher William"	Darton - Longman & Todd - London	1968	232 50984 0	Religion	Devotional & Practical - Moral Theology	214.1	JON		242	JON					
10409	Essays in Applied Psycho-Analysis		"Jones, Ernest"	The International Psycho-Analytical Press - London	1923		Philosophy	General Psychology	150	JON		158	JON					
15358	Learn Latin	The Daily Telegraph QED Series	"Jones, Peter"	Duckworth	1997	0-7156-2757-0			470	JON		470	JON					
13426	"Phenomenology of Love, The"		"Jones, Thomas P"	photocopy	1995				157	JON		128	JON					
14266	Utopian Dreams	in search of a good life	"Jones, Tobias"	Faber & Faber	2007	978-0-571-22380-			369	JON		307.7	JON					
14524	"Interpretation of Rudolf Eucken's Philosophy, An "		"Jones, W Tudor"	Williams & Norgate	1912				193	EUC		193	JON					
15914	"Mabinogion, The"		"Jones, Gwyn & Thomas (Trans)"	J. M. Dent	1949				891.6	JON		891.6	JON					
11587	Eirik the Red and Other Icelandic Sagas		"Jones, Gwyn (Trans)"	Oxford University Press		0-19-281528-8	Literature	Literature - Other Germanic	839	JON		839	JON					
13166	John Keats's Dream of Truth		"Jones, John"	Chatto & Windus	1969	7011 1431 2	Literature	Literary History & Criticism	809	JON		821.09	JON					
15879	John Keats's Dream of Truth		"Jones, John"	Chatto & Windus	1969	0-7011-2538-1			824	KEA		821.09	JON					
16274	John Keats's Dream of Truth		"Jones, John"	Chatto & Windus	1969	0-7011-2538-1			824	KEA		821.09	JON					
12307	Learning Not To Be First	The Life of Christina Rossetti	"Jones, Kathleen"	The Windrush Press	1991	0 900075 71 6	Biography	Christina Rossetti	ROS	Jon		921	ROS	JON				
12934	Houseplants		"Jones, Margaret E"	Penguin	1962		Natural Sciences	Botanical Sciences	580	JON		635	JON					
15522	Baudelaire		"Jones, P Mansell"	Bowes and Bowes Publishers	1952				844	BAU		841.09	JON					
16357	Dictionary of the Bach Flower Remedies	Positive and Negative Aspects	"Jones, T W  Hyne"	C.W. Daniel Company	1995	0-85207-145-0			610	JON		615	JON					
13721	Ben Jonson	Selected - with an introduction and notes by John Hollander	"Jonson, Ben"	Dell Publishing	1961				821	JON		821	JON					
13722	Ben Jonson	Selected - with an introduction and notes by John Hollander	"Jonson, Ben"	Dell Publishing	1961				821	JON		821	JON					
13723	"Complete Poems, The"		"Jonson, Ben"	Penguin	1975				821	JON		821	JON					
14905	"Encyclopedia of Gods, The"		"Jordan, Michael"	Kyle Cathie Ltd	1994	1-85626-131-X			203	JOR		291	JOR					
15362	De Quincey as Critic		"Jordan, John E"	Routledge & Kegan Paul	1973	0-7100-7558-8			824	QUI		820.9	JOR					
14798	Byron The Poet		"Joseph, M K"	Victor Gollancz	1964				824	BYR		821.09	JOS					
14117	Imaginary Islands	Poems	"Joseph, M K"	private					899	JOS		899	JOS					
14269	Imaginary Islands	Poems	"Joseph, M K"	private					899	JOS		899	JOS					
14858	Sri Aruobindo and the Mother	"Glimpses of their Experiments, Experiences and Realisations"	"Joshi, Kireet"	The Mother's Institute of Research	1996	81-208-0655-7			298	AUR		299	JOS					
12233	"Transparent Self, The"	Self-Disclosure and Well-Being	"Jourard, Sidney"	D. Van Nostrand Co. Inc. - New Jersey	1964		Philosophy	Branches of Psychology - Psychology of Personality	137	JOU		126	JOU					
11729	"Dialogues of Plato, The (Vol I)"	translated by B Jowett	Plato	Macmillan & Co. - London	1875		Philosophy	Ancient & Medieval - Platonic Philosophy	184	JOW		184	PLA					
11730	"Dialogues of Plato, The (Vol II)"	translated by B Jowett	Plato	Macmillan & Co. - London	1875		Philosophy	Ancient & Medieval - Platonic Philosophy	184	JOW		184	PLA					
11731	"Dialogues of Plato, The (Vol III)"	translated by B Jowett	Plato	Macmillan & Co. - London	1875		Philosophy	Ancient & Medieval - Platonic Philosophy	184	JOW		184	PLA					
11732	"Dialogues of Plato, The (Vol IV)"	translated by B Jowett	Plato	Macmillan & Co. - London	1875		Philosophy	Ancient & Medieval - Platonic Philosophy	184	JOW		184	PLA					
11733	"Dialogues of Plato, The (Vol V)"	translated by B Jowett	Plato	Macmillan & Co. - London	1875		Philosophy	Ancient & Medieval - Platonic Philosophy	184	JOW		184	PLA					
14668	Dubliners		"Joyce, James"	Everyman's Library	1991	1-85715-049-X			821	JOY		823	JOY					
14669	"Essential James Joyce, The"		"Joyce, James"	Jonathan Cape	1948				823	JOY		823	JOY					
12921	Remember Us To Life	The Art of Lenke Rothman	Judah L Magnes Museum	The Judah L. Magnes Museum	1986		The Arts	Galleries - Museums - Private Collections	708	JUD		708	JUD					
12403	Ford Madox Ford		"Judd, Alan"	Flamingo	1991	0 00 65448 7	Biography	Ford Madox Ford	FOR	Jud		921	FOR	JUD				
14805	Joe Radical:  A Life of Joseph Chamberlain		"Judd, Denis"	University of Wales Press	1993	0-7083-1195-4			920	CHA		921	CHA	JUD				
13073	Heart Doctrine		"Judge, William Q."	The Theosophy Company	1963		Philosophy	Paranormal Phenomena - Parapsychology & Occultism	133	JUD		299	JUD					
13392	Letters That Have Helped Me	Book III	"Judge, William Q."	Theosophy Company	1996	none			133	JUD		299	JUD					
10665	Revelations of Divine Love		Julian of Norwich	Penguin Books	1974	0 14044 177 8	Religion	Devotional & Practical - Meditations & Contemplations	214.2	JUL		242	JUL					
16432	"Chaldaean Oracles, The"	Translated into English by Thomas Stanley	Julianus	Heptangle Books	1989	0-935214-11-9			189	JUL		189	JUL					
10400	Alchemical Studies	The Collected Works Volume Thirteen	"Jung, Carl"	Routledge & Kegan Paul - London	1968		Philosophy	General Psychology	150	JUN		150	JUN					
10396	"Archetypes and the Collective Unconscious, The"	The Collected Works Volume Nine Part I	"Jung, Carl"	Routledge & Kegan Paul - London	1971	0 7100 6295 8	Philosophy	General Psychology	150	JUN		150	JUN					
10397	Civilization in Transition	The Collected Works Volume Ten	"Jung, Carl"	Routledge & Kegan Paul - London	1964		Philosophy	General Psychology	150	JUN		150	JUN					
10445	Collected Papers on Analytical Psychology		"Jung, Carl"	Bailliere - Tindall and Cox	1917		Philosophy	General Psychology	150	JUN		150	JUN					
10450	Essays on Contemporary Events		"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1947		Philosophy	General Psychology	150	JUN		150	JUN					
10437	Four Archetypes	Mother - Rebirth - Spirit - Trickster	"Jung, Carl"	Routledge & Kegan Paul	1972	0 7100 7298 8	Philosophy	General Psychology	150	JUN		150	JUN					
10487	Modern Man in Search of a Soul		"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1944		Philosophy	General Psychology	150	JUN		150	JUN					
10434	Psychological Reflections		"Jung, Carl"	Routledge & Kegan Paul Ltd. - London	1953		Philosophy	General Psychology	150	JUN		150	JUN					
10391	Psychological Types	The Psychology of Individuation	"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1944		Philosophy	General Psychology	150	JUN		150	JUN					
10399	Psychology and Alchemy	The Collected Works Volume Twelve	"Jung, Carl"	Routledge & Kegan Paul - London	1953		Philosophy	General Psychology	150	JUN		150	JUN					
10398	Psychology and Religion: West and East	The Collected Works Volume Eleven	"Jung, Carl"	Routledge & Kegan Paul - London	1958		Philosophy	General Psychology	150	JUN		150	JUN					
10435	Psychology of the Unconscious	A Study of the Transformations and Symbolisms of the Libido	"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1915		Philosophy	General Psychology	150	JUN		150	JUN					
10395	"Structure and Dynamics of the Psyche, The"	The Collected Works Volume Eight	"Jung, Carl"	Routledge & Kegan Paul - London	1972	0 7100 6296 6	Philosophy	General Psychology	150	JUN		150	JUN					
	"Archetypes and the Collective Unconscious, The"	The Collected Works Volume Nine Part I	"Jung, Carl"	Routledge & Kegan Paul - London	1959							150	JUN					
	Modern Man in Search of a Soul		"Jung, Carl"	Routledge & Keegan Paul	1962							150	JUN					
	Psychology of the Unconscious	A Study of the Transformations and Symbolisms of the Libido	"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1933							150	JUN					
10392	"Integration of the Personality, The"		"Jung, Carl"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1940		Philosophy	General Psychology	150	JUN		150	JUN					
13522	"Grail Legend, The"		"Jung, Emma &  Franz, M L von"	Hodder  Stoughton	1972	0 340 10624 7			155	JUN		809	JUN					
10452	"Psychology of Dementia Praecox, The"		"Jung, Carl"	Nervous & Mental Disease Publishing Co. - New York	1936		Philosophy	Branches of Psychology - Abnormal Psychology	132	JUN		157	JUN					
10432	"Memories, Dreams, Reflections"		"Jung, Carl"	Collins and Routledge & Kegan Paul	1963		Autobiography	Carl Jung	JUN	JUN		921	JUN	JUN				
12382	"Memories, Dreams, Reflections"		"Jung, Carl"	Collins and Routledge & Keegan Paul	1964		Autobiography	Carl Jung	JUN	Jun		921	JUN	JUN				
11571	"Kabir Book, The"	Forty-Four of the Ecstatic Poems of Kabir - translated a& compiled by Robert Bly	Kabir	Beacon Press - Boston	1977	0-8070-6379-7	Literature	Other Literatures	890	BLY		891.4	KAB					
13337	"Bijak of Kabir, The"	translated by Linda Hess and Shukdev Singh	Kabir	Motilal Banarsidass	1983	8120801865	Literature	Indian Literature	891	KAB		891.4	KAB					
14847	"Bijak of Kabir, The"	translated by Linda Hess and Shukdev Singh	Kabir	Motilal Banarsidass	1986	81-208-0186-5			891	KAB		891.4	KAB					
14144	Songs of Kabir:  A 15th Century Sufi Classic	Translated by Rabindranath Tagore	Kabir	Weiser	2002	1-5863-249-8			891	TAG		891.4	KAB					
10662	Early Fathers From the Philokalia	"Together With Some Writings of St Abba Dorotheus, St Isaac of Syria and St Gregory Palamas"	"Kadloubovsky, E & Palmer, G E H  (Trans)"	Faber and Faber Ltd. - London	1963		Religion	Religion - Philosophy & Theories	201	KAD		248.4	KAD					
14667	"Complete Short Stories, The"		"Kafka, Franz"	Minerva	1992				833	KAF		833.08	KAF					
11186	"Misery of Christianity,  The"	A Plea for a Humanity Without God	"Kahl, Joachim"	Penguin Books	1971	0 1402 1324 4	Religion	Religion - Philosophy & Theories	201	KAH		200	KAH					
12546	Problem Solving	A Cognitive Approach	"Kahney, Hank"	Open University Press	1989	0 335 15327 5	Philosophy	Mental Processes and Intelligence	153	KAH		153	KAH					
15264	George Russell (A.E.)		"Kain, Richard M & O'Brien, James H"	Bucknell University Press	1976	0-8387-1101-4			824	A.E		821.09	KAI					
15038	Beyond Einstein	The Cosmic Quest for the Theory of the Universe	"Kaku, Michio (Dr) & Trainer, Jennifer"	Bantam Books	1987	0-553-34349-1			539	KAK		539	KAK					
15065	"Meghaduta of Kalidasa, The"	Translated by M R Kale	Kalidasa	Motilal Banarsidass	1974	81-208-0420-1			891	KAL		891.1	KAL					
15066	Kumarasambhava of Kalidasa	Translated by M R Kale	Kalidasa	Motilal Banarsidass	1981	81-208-0161-X			891	KAL		891.1	KAL					
14148	Kumara-Sambhava	Edited by C. R. Devadhar	Kalidasa	Motilal Banarsidass	1985	81-208-0012-5			891	KAL		891.1	KAL					
14529	Kalidasa:  Translations of Shakuntala and other Works	Translated by Arthur W Ryder	Kalidasa	J. M. Dent & Sons					891	KAL		891.1	KAL					
15805	Kalidasa's Sakuntalam		Kalidasa	Lalit Kala Akademi					981	KAL		891.4	KAL					
16507	"Spanish Inquisition, The"	a historial revision	"Kamen, Henry"	The Folio Society	1998				274	KAM		272	KAM					
14046	"Anna Kamienska and Other Polish Poets, Modern Poetry in Translation"	New Series No 3	"Kamienska, Anna et al"	King's College London	1993	0969-3572			891.8	KAM		891.8	KAM					
13139	"Story of Sir Moses Montefiore, The"		"Kamm, Josephine"	Vallentine - Mitchell & Co. - Ltd	1960		Biography	Sir Moses Montefiore	MON	KAM		921	MON	KAM				
11372	Concerning the Spiritual in Art		"Kandinsky, Wassily"	Dover Publications - New York	1977	0-486-23411-8	The Arts	The Arts - Philosophic Aspects	701	WAS		701	KAN					
11850	Point and Line to Plane		"Kandinsky, Wassily"	Dover Publications Inc. - New York	1979	0-486-23808-3	The Arts	Drawing & Decorative Arts	740	KAN		701	KAN					
13244	History Of Dharmasastra 1/1	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1968		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13245	History Of Dharmasastra 1/2	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1975		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13246	History Of Dharmasastra 2/1	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1974		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13247	History Of Dharmasastra 2/2	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1974		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13248	History Of Dharmasastra 3	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1973		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13249	History Of Dharmasastra 4	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1973		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13250	History Of Dharmasastra 5/1	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1974		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
13251	History Of Dharmasastra 5/2	Ancient and Medieval Religious and Civil Law in India	"Kane, Pandurang Vaman"	Bhandarkar Oriental Research Institute	1977		Hinduism	Scriptures	294.592	KAN		294.5	KAN					
