Book_No	Title	Sub_Title	Author	Publisher	Year_This_Ed	ISBN	Subject	Topic	Class_1	Class_2	Class_3	new c1	new c2	newc3	Translator	Year_1st_Pub	Synopsis	Medium
16597	Humanism	Three B.B.C. Talks: Scientific Humanism; Classical Humanism ; Christian Humanism	"Huxley, J H; Murray, Gilbert & Oldham, J H"	Watts & Co	1944				144	HUX		144	HUX					
10251	Religion Without Revelation		"Huxley, Julian"	Max Parrish - London	1959		Philosophy	Philosophical Topics - Humanism & Related Topics	144	HUX		210	HUX					
10106	What Dare I Think?	The Challenge of Modern Science to Human Action and Belief	"Huxley, Julian"	Chatto & Windus - London	1931		Philosophy	Philosophical Topics - Humanism & Related Topics	144	HUX		215	HUX					
13558	Aphorisms and Reflections	from the works of Thomas Henry Huxley	"Huxley, Thomas Henry"	Watts & Co	1911				191	HUX		504	HUX					
10274	Evolution and Ethics 1893-1943		"Huxley, T H & Huxley, Julian"	The Pilot Press Ltd. - London	1947		Philosophy	Ethics - Other Ethical Topics	179	HUX		170	HUX					
10068	Essays of a Humanist		"Huxley, Julian"	Penguin Books	1969		Philosophy	Philosophy - Essays & Lectures	104	HUX		144	HUX					
10315	"Living Thoughts of Darwin, The"		"Huxley, Julian"	Cassell and Company Limited - London	1946		Biography	Charles Darwin	DAR	HUX		921	DAR	HUX				
13132	Memories I		"Huxley, Julian"	Penguin	1978	0 14 00.3435 8	Autobiography	Julian Huxley	HUX	HUX		921	HUX	HUX				
13133	Memories II		"Huxley, Julian"	Penguin	1978	0 14 00.4558 9	Autobiography	Julian Huxley	HUX	HUX		921	HUX	HUX				
10336	Evolution	The Modern Synthesis	"Huxley, Julian "	George Allen & Unwin Ltd. - London	1943		Pure Science	Anthropology & Biology - Organic Evolution	575	HUX		575	HUX					
10264	Evolution In Action		"Huxley, Julian "	The New American Library - New York	1964		Pure Science	Anthropology & Biology - Organic Evolution	575	HUX		575	HUX					
10312	"Individual in the Animal Kingdom, The"		"Huxley, Julian "	Cambridge University Press	1912		Pure Science	Anthropology & Biology - Biology	574	HUX		591	HUX					
10390	Critiques and Addresses		"Huxley, Thomas Henry"	Macmillan and Co. - London	1873		Philosophy	Philosophy - Essays & Lectures	104	HUX		504	HUX					
10389	"Lay Sermons, Addresses and Reviews"		"Huxley, Thomas Henry"	Macmillan and Co. - London	1880		Philosophy	Philosophy - Essays & Lectures	104	HUX		504	HUX					
10388	Science and Culture and Other Essays		"Huxley, Thomas Henry"	Macmillan and Co. - London	1881		Philosophy	Philosophy - Essays & Lectures	104	HUX		504	HUX					
14158	Art and Mankind	Larousse Encyclopedia of Byzantine and Medieval Art translated from the French	"Huyghe, Rene (Ed)"	Paul Hamlyn	1963				703	LAR		703	HUY					
16065	Against Nature	'A Rebours' - translated by Robert Baldick	"Huysmans, J K"	Penguin	1959				843	HUY		843	HUY					
15078	Empire and Sexuality	The British Experience	"Hyam, Ronald"	Manchester University Press	1990	0-7190-2505-2			301	HYA		325	HYA					
14363	"Stone Fires, Liquid Clouds"	The Shamanic Art of Derek Hyatt	"Hyatt, Derek"	Gothic Image	2001	0 906362 59 8			700	HYA		709	HYA					
14987	"Arts of Friendship, The"	The Idealization of Friendship in Medieval and Early Renaissance Literature	"Hyatte, Reginald"	E. J. Brill	1994	90-04-10018-0			189	HYA		802	HYA					
16599	Famous Trials 7: Oscar Wilde		"Hyde, H Montgomery"	Penguin	1962				826	WIL		828	HYD					
16114	Voice of My Suffering		"Hyland, Jean"	Orca	1999	1-877162-13-2			899	HYL		899	HYL					
15321	Andre Gide		"Hytier, Jean"	Frederick Ungar Publishing	1967				844	GID		840.9	HYT					
14057	Voices of the Dawn	A Selection of Korean Poetry - from the Sixth Century to the Present Day	"Hyun, Peter (Trans)"	John Murry	1960				895.7	HYU		895	HYU					
16477	"Egyptian Mysteries, The"	translated from the Greek by Alexander Wilder	Iamblichus of Chalcis	The Metaphysical Publishing Co	1911				186	IAM		299	IAM					
16529	"Theology of Arithmetic, The"	"On the Mystical, Mathematical and Cosmological Symbolism of the First Ten Numbers translated form the Greek by Robin Waterfield"	Iamblichus of Chalcis	Phanes Press	1988	0-933999-72-0			186	IAM		119	IAM					
16519	On the Mysteries (De Mysteriis Aegytpiorum) & 2 Extracts From Proclus	translation of Thomas Taylor and Alexander Wilde. Edited by Stephen Ronan	Iamblichus of Chalcis	Cthonios Books	1989				186	IAM		299	IAM					
	Peer Gynt		"Ibsen, Henrik (Watts, Peter Transl)"	Penguin	1966	978-0-140-44167-3						839.8	IBS					
15530	"Spiritual Exercises of St. Ignatius of Loyola, The"	"Longbridge, W. H. (transl.)"	Ignatius of Loyola (Saint)	Robert Scott	1919				242	IGN		242	IGN					
10137	Celebration of Awareness	A Call for Institutional Revolution	"Illich, Ivan"	Penguin Books	1973	0 14 08 0356 4	Social Sciences	Education	370	ILL		303.4	ILL					
10138	Celebration of Awareness	A Call for Institutional Revolution	"Illich, Ivan"	Penguin Books	1980	0 14 02 1927 7	Social Sciences	Education	370	ILL		303.4	ILL					
12619	Japan	The Land of the Rising Sun	"Illik, Drahomir & Zukal, Evzen"	Artia	1965		Geography & History	Geography & Travel - Asia	915	ILL		915.2	ILL					
10578	Personality: Human and Divine	The Bampton Lectures 1894	"Illingworth, J R"	Macmillan and Co. - New York	1895		Religion	Religion - Essays & Lectures	204	ILL		218	ILL					
10739	"History and Power of Mind, The"		"Ingalses, Richard"	The Occult Book Concern - New York	1905		Philosophy	Branches of Psychology - Occult Sciences	133	ING		133	ING					
16486	"Platonic Tradtion in English Religious Thought, The"	The Hulsean Lectures at Cambridge 1925-1926	"Inge, William Ralph"	Longman - Green and Co	1926				184	ING		184	ING					
16443	"Philosophy of Plotinus Volume I, The"	The Gifford Lectures at St Andrews 1917-1918	"Inge, William Ralph"	Longman - Green & Co	1923				186	PLO		186	ING					
16444	"Philosophy of Plotinus Volume II, The"	The Gifford Lectures at St Andrews 1917-1918	"Inge, William Ralph"	Longmans - Green & Co	1923				186	PLO		186	ING					
10998	Vale		"Inge, William Ralph"	Longmans - Green and Co. - London	1934		Religion	Religion - Philosophy & Theories	201	ING		921	ING	ING				
10963	Christian Mysticism	The Bampton Lectures - 1899	"Inge, William Ralph"	Metuen & Co. - London	1912		Religion	Religion - Essays & Lectures	204	ING		248	ING					
10962	Diary of a Dean	St. Paul's 1911-1934	"Inge, William Ralph"	Hutchinson & Co. - London	1949		Religion	Religion - Essays & Lectures	204	ING		921	ING	ING				
10961	"End of an Age, The"	And Other Essays	"Inge, William Ralph"	Religious Book Club - London	1949		Religion	Religion - Essays & Lectures	204	ING		261.7	ING					
10965	Lay Thoughts of a Dean		"Inge, William Ralph"	Putnam - London	1926		Religion	Religion - Essays & Lectures	204	ING		204	ING					
10960	Our Present Discontents		"Inge, William Ralph"	Putnam - London	1938		Religion	Religion - Essays & Lectures	204	ING		204	ING					
10956	Outspoken Essays		"Inge, William Ralph"	Longmans - Green and Co. - London	1920		Religion	Religion - Essays & Lectures	204	ING		204	ING					
10964	"Rustic Moralist, A"		"Inge, William Ralph"	Putnam - London	1937		Religion	Religion - Essays & Lectures	204	ING		204	ING					
15882	Keats		"Inglis, Fred"	Evans Brothers Ltd	1966				824	KEA		821.09	ING					
12028	"Ingoldsby Legends, The"	Mirth and Marvels	"Ingoldsby, Thomas"	Oxford University Press	1926		Literature	English Literature - English Miscellany	828	ING		828	ING					
M15756	J. K. Ihna 1894	A photographer in Viena Karelia	"Inha, J K"						948	INH		770	INH					
15829	Rijksmuseum Amsterdam	Highlights from the Collection	Inmere BV	Rijksmuseum-Stichtung	1995				708	RIJ		708	INM					
15364	Tun-Huang	A Novel	"Inoue, Yasushi"	Kodansha International	1978				895.6	INO		895	INO					
16422	Ethics and Human Action in Early Stoicism		"Inwood, Brad"	Clarendon Press	1987	0-19-824462-2			188	INW		188	INW					
11568	"Reconstruction of Religious Thought in Islam, The"		"Iqbal, Allama Muhammad"	Sh. Mahammad Ashraf - Lahore	1971		Religion	Other Religions - Islam & Bahaism	297	IQB		297	IQB					
14065	Poems From Iqbal	Translated by V. G. Kiernan	"Iqbal, Muhammad"	John Murry	1955				891.43	IQB		891.1	IQB					
14066	"Mysteries of Selflessness, The"	A Philosophical Poem translated with an Introduction and Notes by Arthur J. Arberry	"Iqbal, Muhammad"	John Murry	1953				891.43	IQB		891.1	IQB					
11517	Divine Flashes		"Iraqi, Fakhruddin"	SPCK - London	1982	0 281 03867 8	Religion	Other Religions - Islam & Bahaism	297	IRA		297	IRA					
13225	"Life of Jane Welsh Carlyle,  The"		"Ireland, Alexander "	Chatto &Windus	1891		Biography	Jane Welsh Carlyle	CAR	IRE		921	CAR	IRE				
11400	Tales of the Alhambra		"Irving, Washington"	Published in Spain	1981	84-7169-007-1	Literature	American Literature - American Miscellany	818	IRV		914.6	IRV					
15787	Treasures of the Alhambra		"Irving, Washington"	Geocolour	1979	84-7424-085-9			946	ALH		946	IRV					
12853	"Frog Princess,  The"		"Isaacs, Bernard (Trans)"	Goznak Central Board	1973		Literature	Literature of Other languages	890	ISA		891.7	ISA					
12721	"Last Poets of Imperial Rome, The"		"Isbell, Harold (Trans)"	Penguin	1971	0 14 044.246 4	Literature	Italic Literatures - Latin Poetry	871	ISB		871.08	ISB					
14352	"Life of Muhammed, The"	Apostle of Allah	"Ishaq, ibn"	The Folio Society	2003				297	ISH		297	ISH					
12185	Exhumations	Stories - Articles - Verses	"Isherwood, Christopher"	Methuen & Co. Ltd. - London	1966		Literature	English Literature - English Miscellany	828	ISH		828	ISH					
13125	My Guru and His Disciple		"Isherwood, Christopher"	Methuen	1981	0 417 05590 0	Autobiography	Christopher Isherwood	ISH	ISH		921	ISH	ISH				
14760	Yeats and the Noh:  Types Of Japanese Beauty And Their Reflection In Yeats's Plays	Edited by Anthony Kerrigan - being No VI of the Dolmen Press Yeats Centenary Papers MCMLXV	"Ishibashi, Hiro"	Dolmen Press	1966				824	ISH		822.09	ISH					
15202	"Three Mughal Poets:  Mir, Sauda, Mir Hassan"		"Islam, Khurshidul & Russell, Ralph"	Oxford University Press	1991				891	ISL		891.4	ISL					
11569	"Arab Philosophy of History, An"	Selections from the Prolegomena of Ibn Khaldun of Tunis (1332-1406)	"Issawi, Charles"	John Murray - London	1963		History	Asia - Arabian Peninsula	953	ISS		901	ISS					
13327	"Modern Tudomany Es A Keleti Bolcselet, A"		"Istvan, Hejjas"	Orient Press	1990	963798500x	Religion	Comparative Religion	291	IST		181	IST					
10936	More Lives Than One?	The Evidence of the Remarkable Bloxham Tapes	"Iverson, Jeffrey"	Pan Books - London	1977	0 330 25256 9	Philosophy	Branches of Psychology - Occult Sciences	133.901	IVE		133.9	IVE					
14803	"Lady and the Monk, The"	Four Seasons in Kyoto	"Iyer, Pico"	Vintage	1991	0-649-73834-7			895.6	IYE		895	IYE					
16348	Under Clouded Skies & Beauregard / Pensees Sous Les Nuages	French-English Bilingual Edition	"Jaccottet, Philippe"	Bloodaxe Books	1994	1-85224-259-0			841	JAC		841	JAC					
13307	Vedanta For the West	The Ramakrishna Movement in the United States	"Jackson, Carl T"	Indiana University Press	1994	025333098x	Hinduism	Ramakrishna Movement	294.557	JAC		294.5	JAC					
15900	"Eighteen Nineties, The"		"Jackson, Holbrook"	Pelican	1939				824	JAC		820.9	JAC					
13207	Frieda Lawrence		"Jackson, Rosie"	Pandora	1994	0 04 440915 X	Biogrpahy	Frieda Lawrence	LAW	JAC		921	LAW	JAC				
15699	"Treasure Houses of Britain, The"	Five Hundred Years of Private Patronage and Art Collecting	"Jackson-Strops, Gervase"	National Gallery of Art - Washington	1985	0-300-03533-0			708	JAC		709	JAC					
12462	"Statue Within, The"	An Autobiography	"Jacob, Francois"	Unwin Hyman	1988	004 440 2740	Autobiography	Francois Jacob	JAC	JAC		921	JAC	JAC				
13441	Gaina Sutras	The Uttaradhyayana Sutra & The Sutrakritanga Sutra	"Jacobi, Hermann (Trans)"	Oxford University	1895				294.4	JAC		294.4	JAC					
10431	"Psychology of C.G. Jung, The"		"Jacobi, Jolande"	Kegan Paul - Trench - Trubner & Co. Ltd. - London	1942		Philosophy	General Psychology	150	JAC		150	JAC					
	"Psychology of C.G. Jung, The"	an introduction with illustrations	"Jacobi, Jolande"	Routledge & Keegan Paul	1951							150	JAC					
11080	"New Dictionary of Music, A"		"Jacobs, Arthur"	Penguin Books	1965		The Arts	Music	780	JAC		780	JAC					
	"New Dictionary of Music, A"		"Jacobs, Arthur"	penguin	1965							780	JAC					
12662	Art In London	Jarrold Regional Guide Book 7	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 898 4	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
12659	Art In Scotland	Jarrold Regional Guide Book 1	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 892 5	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
12657	Art In The Midlands	Jarrold Regional Guide Book 3	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 894 1	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
12660	Art In The South-East	Jarrold Regional Guide Book 5	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 896 8	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
12658	Art In The West Country	Jarrold Regional Guide Book 6	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 897 6	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
12661	Art In Wales	Jarrold Regional Guide Book 8	"Jacobs, Michael & Warner, Malcolm"	Phaidon Press	1980	85306 899 2	The Arts	Painting - Historical - Areas - Persons	759	JAC		759.2	JAC					
13827	Most Ancient Verse		"Jacobsen, Thorkild & Wilson, John A"	The  University of Chicago	1963				892	JAC		893	JAC					
11063	Ghalib and His Poetry		"Jafri, Sadar & Hyder, Qurratulain"	Popular Prakashan - Bombay	1970		Literature	Other Literatures - Other Indo-European	891	JAF		891.4	JAF					
13445	Faith - Knowledge & Conduct		"Jain, Champat Rai"	The Indian Press	1929				294.4	JAI		294.4	JAI					
13428	"Jainism, Christianity and Science"		"Jain, Champat Rai"	The Indian Press Ltd	1930				294.4	JAI		294.4	JAI					
13436	Jainism and World Problems	Essays and Addresses Part II	"Jain, Champat Rai"	The Jaina Parishad	1934				294.4	JAI		294.4	JAI					
13451	Confluence of Opposites		"Jain, Champat Rai"	The Marathi Press	1928				294.4	JAI		294.4	JAI					
13434	Jaina Culture		"Jain, Champat Rai"	The Jaina Parishad Publishing House	1934				294.4	JAI		294.4	JAI					
13433	Jaina Penance		"Jain, Champat Rai"	The Indian Press Ltd.	1930				294.4	JAI		294.4	JAI					
13435	Jaina Psychology		"Jain, Champat Rai"	The Jaina Parishad Publishing House	1934				294.4	JAI		294.4	JAI					
13432	Risabha Deva	The Founder of Jainism	"Jain, Champat Rai"	The Indian Press Ltd	1929				294.4	JAI		294.4	JAI					
13429	"Key of Knowledge, The"		"Jain, Champat Rai"	The Indian Press	1928				294.4	JAI		294.4	JAI					
13430	"Practical Dharma, The"		"Jain, Champat Rai"	The Indian Press	1929				294.4	JAI		294.4	JAI					
13427	Sannysa Dharma		"Jain, Champat Rai"	? Allahabad					294.4			294.4	JAI					
13449	Some Historical Jaina Kings and Heroes		"Jain, Kamita Prasad"	The Jain Mittra Mandal	1941				294.4	JAI		294.4	JAI					
14853	Conversational Hindi		"Jain, Narayan Prasad"	Jaico Publishing House	1959				491	HIN		491	JAI					
13447	Jaina Gem Dictionary		"Jaini, J L"	The Central Jaina Publishing House	1918				294.4	JAI		294.4	JAI					
13444	Outlines of Jainism		"Jaini, Jagmanderlal"	Cambridge University	1940				294.4	JAI		294.4	JAI					
11116	"Beginnings of Religion, The"	An Introductory and Scientific Study	"James, E O"	Hutchinson Ltd. - London	1958		Religion	Religion - History	209	JAM		291	JAM					
11589	Myths and Legends of Ancient Egypt		"James, T G H"	Hamlyn - London	1969	600 00131 8	Social Sciences	Customs & Folklore - Folklore	398	JAM		398	JAM					
10124	"Principles of Psychology, The: Volume I"	The Famous Long Course Complete and Unabridged	"James, William"	Dover Publications Inc. - New York	1950		Philosophy	General Psychology	150	JAM		150	JAM					
10129	"Principles of Psychology, The: Volume II"	The Famous Long Course Complete and Unabridged	"James, William"	Dover Publications Inc. - New York	1950		Philosophy	General Psychology	150	JAM		150	JAM					
10142	Psychology		"James, William"	Macmillan and Co. Ltd. - London	1892		Philosophy	General Psychology	150	JAM		150	JAM					
10143	Talks to Teachers	On Psychology: and to Students on Some of Life's Ideals	"James, William"	Longmans - Green and Co. - London	1925		Philosophy	General Psychology	150	JAM		370.1	JAM					
14252	Pragmatism and the Meaning of Truth	Introduction by A.J.Ayer	"James, William"	Harvard University Press	1975	0-674-69737-5			191	JAM		191	JAM					
11112	"Varieties of Religious Experience, The Vol III"	Gifford Lectures 1901-1902	"James, William"	Longmans - Green and Co. - London	1952		Religion	Religion - Essays & Lectures	204	JAM		291	JAM					
12151	"Varieties of Religious Experience, The Vol I"		"James, William"	Fontana	1974	0 00 642520 88	Religion	Religion - Essays & Lectures	204	JAM		291	JAM					
12177	"Varieties of Religious Experience, The Vol II"		"James, William"	Collins - London	1960		Religion	Religion - Essays & Lectures	204	JAM		291	JAM					
	"Varieties of Religious Experience, The"	Gifford Lectures 1901-1902	"James, William"	Longmans - Green and Co. - London	1904							291	JAM					
15186	Hawthorne		"James, Henry"	Macmillan	1967				814	HAW		813.09	JAM					
11406	"Forester's Companion, The"		"James, N D G"	Basil Blackwell - Oxford	1979	0 631 10811 4	Pure Science	Botanical Sciences	580	JAM		634	JAM					
16500	Egypt Revealed	Artist & Travellers in an Antique Land	"James, T G H"	The Folio Socieety	1997				932	JAM		932	JAM					
10092	Pragmatism:  A New Name for Some Old Ways of Thinking	Together with Four Related Essays Selected From The Meaning of Truth	"James, William"	Longmans - Green and Co. - New York	1949		Philosophy	Philosophy - Essays & Lectures	104	JAM		191	JAM					
11673	Legends of the Madonna	As Represented in the Fine Arts	"Jameson, Anna Bronwell"	Hutchinson & Co. - London			Religion	Christian Churches & Sects - Roman Catholic Church	218.2	JAM		246	JAM					
11645	Sacred and Legendary Art	Volume I	"Jameson, Anna Bronwell"	Longmans - Green and Co. - London	1879		Religion	Christian Church History	217	JAM		246	JAM					
11646	Sacred and Legendary Art	Volume II	"Jameson, Anna Bronwell"	Longmans - Green and Co. - London	1879		Religion	Christian Church History	217	JAM		246	JAM					
11644	Legends of the Monastic Orders	As Represented in the Fine Arts	"Jameson, Anna Bronwell"	Longmans - Green and Co. - London	1886		Religion	Christian Church History - Religious Orders	217.1	JAM		246	JAM					
12487	Speaking of Stendhal		"Jameson, Storm"	Gollancz		0 575 02571 9	Biography	Stendhal	STE	JAM		921	STE	JAM				
11558	Lawaih: A Treatise on Sufism		"Jami, Nur-Ud-Din 'Abn-Ur-Rahman"	Theosophical Publishing House - London	1978	7229 5135 3	Religion	Other Religions - Islam & Bahaism	297	JAM		297	JAM					
14313	"Schopenhauer, The Cambridge Companion to"		"Janaway, Christopher (Ed)"	Cambridge University Press	1999	0 521 62924 1			193	SCH		193	JAN					
11407	"Flower Garden, The"		"Janes, E R"	Penguin Books	1953		Pure Science	Botanical Sciences	580	JAN		635	JAN					
11401	"Vegetable Garden, The"		"Janes, E R"	Penguin Books	1954		Pure Science	Botanical Sciences	580	JAN		635	JAN					
11402	"Vegetable Garden, The"		"Janes, E R"	Penguin Books	1954		Pure Science	Botanical Sciences	580	JAN		635	JAN					
16406	"Guide to the Practical Use of Incense, A"		"Janssen, Sally E."	The Deva Prss	1972				133	JAN		390	JAN					
16346	"Summer Book, The"		"Jansson, Tove"	Sort of Books	2003	0-9542217-1-0			839	JAN		839.7	JAN					
13376	Hostage To Fortune	The Troubled Life of Francis Bacon	"Jardine, Lisa & Stewart, Alan"	Victor Gollancz	1998	575062339	Biography	Francis Bacon	920	BAC		921	BAC	JAR				
15513	"Legend of Merlin, The"	An inaugural lecture delivered at University College - Cardiff - 1959	"Jarman, A O H"	University of Wales Press	1970				891.6	JAR		398	JAR					
16004	Jung and Kinds of Love		"Jarrett, James L"	The Guild of Pastoral Psychology	1995				150	JUN		152.4	JAR					
15013	"Study of Literature and Religion, The"	an Introduction	"Jasper, David"	Macmillan Academic	1992	0-333-57079-0			801	JAS		801	JAS					
10063	"Origin and Goal of History,  The"		"Jaspers, Karl"	Routledge & Kegan Paul Ltd. - London	1953		Philosophy	Philosophical Topics - Other Philosophical Topics	149	JAS		901	JAS					
10079	Philosophical Faith and Revelation		"Jaspers, Karl"	Collins - London	1967		Philosophy	Philosophical Topics - Other Philosophical Topics	149	JAS		149	JAS					
10069	"Great Philosophers, The:  Volume Two"	Anaximander - Heraclitus - Parmenides - Plotinus - Anselm - Nicholas of Cusa - Spinoza - Lao-Tzu - Nagarjuna	"Jaspers, Karl"	Rupert Hart-Davis - London	1966		Philosophy	Ancient & Medieval	180	JAS		108	JAS					
10062	Way to Wisdom	An Introduction to Philosophy	"Jaspers, Karl"	Yale  University Press - New Haven	1954	0-300-00134-7	Philosophy	Modern Philosophy - German & Austrian	193	JAS		100	JAS					
14922	"Future of Mankind, The"		"Jaspers, Karl"	The University of Chicago Press	1961				320	JAS		909	JAS					
10570	Myth and Christianity	An Inquiry into the Possibility of Religion Without Myth	"Jaspers, Karl & Bultmann, Rudolf"	The Noonday Press - New York	1968		Religion	Religion - Philosophy & Theories	201	JAS		201	JAS					
12568	Reason and Existenz	Five lectures	"Jaspers, Karl"	Routledge & Kegan Paul	1956		Philosophy	Miscellany of Philosophy	102	JAS		102	JAS					
12567	"Great Philosophers, The"		"Jaspers, Karl"	Rupert Hart Davis	1962		Philosophy	Kinds of Persons in Philosophy	108	JAS		108	JAS					
11761	"Greek Anthology, The"	And Other Ancient Epigrams	"Jay, Peter (Ed)"	Penguin Books	1981	0 14044 285 5	Literature	Greek Literature - Greek Poetry	881	JAY		881.08	JAY					
13294	J Krishnamurti: A Biography		"Jayakar, Pupul"	ARKANA	1986	014019519X	BIOGRAPHY	Krishnamurti	KRIS	JAY		921	KRI	JAY				
14402	"Origin of Consciousness in the Breakdown of the Bicameral Mind, The"		"Jaynes, Julian"	Penguin	1976				150	JAY		153	JAY					
10133	Physics and Philosophy		"Jeans, James (Sir)"	Cambridge University Press	1942		Pure Science	Pure Science - Philosophy & Theory	501	JEA		501	JEA					
10344	"Mysterious Universe, The"		"Jeans, James (Sir)"	Cambridge University Press	1944		Pure Science	Astronomy & Allied Sciences	520	JEA		520	JEA					
15127	Testimony to Hilaire Belloc		Jebb - Elanor and Reginald	Methuen and Co Ltd	1956				824	BEL		921	BEL	JEB				
11672	Ecumenical Councils of the Catholic Church	An Historical Outline	"Jedin, Hubert"	Herder - Freiburg	1960		Religion	Christian Churches & Sects - Roman Catholic Church	218.2	JED		282	JED					
11437	Kashmir Shaivism	The Secret Supreme	"Jee, Swami Lakshman"	Sri Satguru Publications - Delhi	1991	81-7030-257-9	Religion	Other Religions - Brahmanism & Related	294	JEE		294.5	JEE					
15083	"Open Air, The"		"Jefferies, Richard"	Chatto & Windus	1908				824	JEF		824	JEF					
12273	Personal Values in the Modern World		"Jeffreys, M V C "	Penguin books	1965		Social Sciences	Social Sciences - Sociology	301	JEF		170	JEF					
15494	"British, The : Their Identity and Their Religion"		"Jenkins, Daniel"	SCM Press	1975				301	JEN		305.6	JEN					
10955	"Guide to the Debate About God,  A"		"Jenkins, David E"	Lutterworth Press - London	1966		Religion	Natural Theology - Knowledge of God	211.1	JEN		212	JEN					
14670	"Cone-Gatherers, The"		"Jenkins, Robin"	Penguin	1983				823	JEN		823	JEN					
14361	Franklin Delano Roosevelt		"Jenkins, Roy"	Pan Books	2005	0-330-43206-0			920	ROO		921	ROO	JEN				
13178	Gladstone		"Jenkins, Roy"	Macmillan	1995	0 333 60216 1	Biography	William Gladstone	GLA	JEN		921	GLA	JEN				
16040	England's Thousand Best Churches		"Jenkins, Simon"	Allen Lane - Penguin	1999	0-713-99281-6			726	JEN		726	JEN					
14132	Elizabeth Jennings:  Collected Poems 1953 - 1985		"Jennings, Elizabeth"	Carcanet	1987	0-85635-721-9			821	JEN		821	JEN					
14470	Praises		"Jennings, Elizabeth"	Carcanet	1998	1-85754-399-8			821	JEN		821	JEN					
14581	Poems of the T'Ang Dynasty		"Jenyns,  Soame (Trans)"	John Murray	1940				895.1	JEN		895	JEN					
14053	Selections from the Three Hundred Poems of the T'Ang Dynasty	Translated from the Chinese	"Jenyns,  Soame (Trans)"	John Murry	1940				895.1	JEN		895	JEN					
14049	Poems of the T'Ang Dynasty		"Jenyns,  Soame (Trans)"	John Murray	1940				895.1	JEN		895	JEN					
10668	Saint Jerome: Select Letters	translated by F A Wright	Jerome (Saint)	William Heinemann Ltd - London	1980	0 434 99262 3	Religion	Devotional & Practical - Personal Religion	214.8	WRI		270.2	JER					
11013	"Story of Burma, The"		"Jesse, F Tennyson"	Macmillan & Co. Ltd. - London	1946		History	Asia - Southeast Asia	959	JES		959	JES					
12140	"Jacobin City, The"	A Portrait of Norwich 1788-1802	"Jewson, C B"	Blackie & Son - Glasgow	1975	0 216 89874 9	History	History - Medieval & Modern World	909	JEW		942	JEW					
13045	Extracts From the Flying Roll	Sermon III	"Jezreel, James J"	Latter House of Israel	1881		Religion	Miscellany of Christianity	202	JEZ		260	JEZ					
13046	Extracts From the Flying Roll	Sermon I	"Jezreel, James J"	Latter House of Israel	1879		Religion	Miscellany of Christianity	202	JEZ		260	JEZ					
13047	Extracts From the Flying Roll	Sermon II	"Jezreel, James J"	Latter House of Israel	1879		Religion	Miscellany of Christianity	202	JEZ		260	JEZ					
11461	"Logic of the Intermediate Causal Link, The"		"Jha, V N"	Sri Satguru Publications - Delhi	1986	81-7030-102-5	Philosophy	Ancient & Medieval - Oriental Philosophy	181	JHA		160	JHA					
10238	Guide to Modern Thought		"Joad, C E M"	Faber & Faber Ltd. - London	1933		Philosophy	Modern Philosophy	190	JOA		190	JOA					
10220	Introduction to Modern Philosophy		"Joad, C E M"	Oxford University Press	1925		Philosophy	Modern Philosophy	190	JOA		190	JOA					
10120	Philosophy (Teach Yourself Books)		"Joad, C E M"	The English Universities Press Ltd - London	1963		Philosophy	Philosophy - Handbooks & Outlines	102	JOA		102	JOA					
10209	Decadence	A Philosophical Inquiry	"Joad, C E M"	Faber and Faber - London	1948		Philosophy	Philosophical Topics	140	JOA		301	JOA					
10206	"Introduction to Contemporary Knowledge, An"		"Joad, C E M"	E. J. Arnold & Son Ltd. - Leeds			Philosophy	Philosophical Topics	140	JOA		153.4	JOA					
10805	Meditations on the Signs of the Zodiac		"Jocelyn, John"	Rudolf Steiner Publications	1970		Philosophy	Branches of Psychology - Occult Sciences	133.52	JOC		133.5	JOC					
14324	Enlightenment of the Whole Body	a rational and new prophetic revelation	"John, Bubba Free"	The Dawn Horse Press	1978	0-913922-35-8			298	JOH		299	JOH					
13421	Nirvanasara Radical Transcendentalism and the Introduction of Advaitayana Buddhism		"John, Da Free"	The Dawn Horse Press - CA	1982	0-913922-65-X			291	JOH		299	JOH					
15051	Travels In Inner Space		"John, John St"	Victor Gollanz	1977	0-575-02287-6			150	JOH		158	JOH					
15209	"Collected Works of St John of the Cross, The"	translated by Kieran Kavanaugh & Otilio Rodriguez	"John, St (of the Cross)"	ICS Publication	1979	0-9600876-5-6			242	JOH		242	JOH					
10660	"Dark Night of the Soul, The"		"John, St (of the Cross)"	James Clarke & Co. Ltd. - Cambridge	1973		Religion	Devotional & Practical - Meditations & Contemplations	242	JOH		248.2	JOH					
14473	"Poems of St. John of the Cross, The"	The Spanish text with s translation by Roy Campbell	"John, St (of the Cross)"	Harvill Press	1951				861	JOH		861	JOH					
