Book_No,Title,Sub_Title,Author,Publisher,Year_This_Ed,ISBN,Subject,Topic,Class_1,Class_2,Class_3,Translator,Year_1st_Pub,Synopsis,Medium
14562,THE DIVIDED SELF,,Laing - R. D.,Penguin,1965,,,,150,LAI,,,,,
14499,THE FACTS OF LIFE,,Laing - R. D.,Penguin,1978,,,,150,LAI,,,,,
14497,THE POLITICAL EXPERIENCE & THE BIRD OF PARADISE,,Laing - R. D.,Penguin,1967,,,,150,LAI,,,,,
14501,THE VOICE OF EXPERIENCE,Experience - Science and Psychiatry,Laing - R. D.,Pelican,1983,,,,150,LAI,,,,,
14561,SANITY - MADNESS AND THE FAMILY,Families of schizophrenics,Laing - R. D. & A. Esterson,Penguin,1970,,,,150,LAI,,,,,
10597,DASAVAIKALIKA SUTRA,(Dasaveyalia Sutta),LALWANI - KASTUR CHAND,Motilal Banarsidass - Delhi,1973,,Religion,Other Religions - Brahmanism & Related,294,LAL,,,,,
12181,TALES FROM SHAKESPEARE,,LAMB - CHARLES & MARY,Thomas Nelson & Sons Ltd - London,,,Literature,English Literature - English Fiction,823,LAM,,,,,
12196,TALES FROM SHAKSPEARE,,LAMB - CHARLES & MARY,S. B. Barrett - London,,,Literature,English Literature - English Fiction,823,LAM,,,,,
13959,THE WORKS OF CHARLES LAMB:  SPECIMINS OF ENGLISH DRAMATIC POETS VOL II,Edited with Introduction by William MacDonald,Lamb - Charles,J. M. Dent,1903,,,,822,LAM,,,,,
13958,THE WORKS OF CHARLES LAMB:  SPECEMINS OF ENGLISH DRAMATIC POETS VOL I,Edited with an Introduction by William MacDonald,Lamb - Charles (ed.),J. M. Dent,1903,,,,822,LAM,,,,,
12449,Beloved and God,The Story of Hadrian and Antinous,Lambert - Royston,Weidenfield & Nicolson,1984,0297 78045 X,Biography,Antinous,ANT,Lam,,,,,
14439,THE CATHARS,,Lambert - Malcolm,Blackwell,1998,0-631-14343-2,,,273,LAM,,,,,
16470,HOMER THE THEOLOGIAN,Neoplatonist Allegorical Reading and the Growth of the Epic Tradition,Lamberton - Robert,University of California Press,1989,0-520-06622-7,,,186,LAM,,,,,
15355,NICOLAS BERDYAEV,and the new Middle Ages,Lampert - Evgueny,James Clark & Co,,,,,197,BER,,,,,
14628,THE LEOPARD,,Lampudesa - Giuseppe di,Collins and Harvill Press,1960,,,,853,LAM,,,,,
11359,IMAGINARY CONVERSATIONS,,LANDOR - WALTER SAVAGE,Oxford University Press,1928,,Literature,English Literature - English Miscellany,828,LAN,,,,,
13063,ELIZABETHAN ENGLAND,,LANE - PETER,Batsford Academic and Educational Ltd.,1981,0 7134 3566 6,Geography and Histor,General History of Europe - British Isles,941,LAN,,,,,
11037,MEDIAEVAL INDIA UNDER MOHAMMEDAN RULE (A.D. 712-1764),,LANE-POOLE - STANLEY,T. Fisher Unwin - London,1903,,History,Asia - Subcontinent of India,954,LAN,,,,,
13692,THE WISDOM OF BALAHVAR,A Christian Legend of the Buddha,Lang - David Marshall,George Allen & Unwin,1957,,,,291,LAN,,,,,
10309,SEEDS OF LIFE,The Story of Sex in Nature from the Amoeba to Man,LANGDON-DAVIES - JOHN,New American Library - New York,1957,,Pure Science,Anthropology & Biology - Biology,574,LAN,,,,,
15069,A SHORT HISTORY OF WOMEN,,Langdon-Davies - John,Jonathan Cape,1928,,,,301,LAN,,,,,
15032,SEX - SIN AND SANCTITY,,Langdon-Davies - John,Victor Gollancz Ltd,1954,,,,150,LAN,,,,,
14199,PHILOSOPHY IN A NEW KEY,A Study in the Symbolism of Reason - Rite and Art,Langer - Susan K.,Cambridge University Press,1960,,,,192,LAN,,,,,
12526,DON'T TAKE YOUR LOVE TO TOWN,,LANGFORD - RUBY,Penguin,1988,0 14 011173 5,Autobiography,Ruby Langford,LAN,LAN,,,,,
13738,PIERS PLOWMAN,with an introduction by Arthur Burrell,Langland - William,J. M. Dent and Sons,1912,,,,821,LAN,,,,,
13739,THE VISION OF PIERS PLOWMAN,newly rendered into modern English by Henry W. Wells,Langland - William,Sheed and Ward,1935,,,,821,LAN,,,,,
14167,A SANSKRIT READER,Text - Vocabulary and Notes,Lanman - Charles Rockwell,Motilal Banarsidass,1996,81-208-1362-6,,,403,LAN,,,,,
12835,ILLUSIONS,,LANNERS - EDI,Thames and Hudson,1973,0 03 020886 6,The Arts,Miscellany,702,LAN,,,,,
12852,INDIA,,LANNOY - RICHARD,Thames and Hudson,1959,,Geography & History,Geography & Travel - Asia,915,LAN,,,,,
10824,EYE OF LOVE IN THE TEMPLE SCULPTURE OF INDIA ~ THE,,LANNOY - RICHARD & HARRY BAINES,Rider & Company - London,1976,0 09 127761 2,The Arts,Sculpture - Ancient & Primitive Sculpture,732,LAN,,,,,
16151,ANANDAMAYI,Her Life and Wisdom,Lannoy - Richard,Element,1996,1-85230-914-8,,,298,ANA,,,,,
13398,Tao-te ching,The Classic of the Way and Virtue,Laozi /  Wang Bi,Columbia University - N.Y.,1999,0-231-10580-0,,,181.114,LAO,,,,,
15017,AN HOMAGE TO JEROME,Patron Saint of Translators,Larbaud - Valery,The Marlboro Press,1984,0-910395-09-8,,,235,JER,,,,,
14924,AN HOMAGE TO ST JEROME,Patron Saint of Translators,Larbaud - Valery,The Marlboro Press,1984,0-910395-09-8,,,235,JER,,,,,
12651,OP ART COLOURING BOOK,,LARCHER - JEAN,Dover Publications,1975,0 486 23172 0,The Arts,Drawing & Decorative Arts - Perspective,742,LAR,,,,,
14821,WHERE GHOSTS WALKED,Munich's Road to the Third Reich,Large - David Clay,Norton,1997,0-393-03836-X,,,943,LAR,,,,,
12809,PAINTINGS OF CARL LARSSON ~ THE,,LARKIN  - DAVID,Pan Books Ltd,1976,0 330 24787 5,The Arts,Painting & Paintings,750,LAR,,,,,
12771,AVIATION ART OF FRANK WOOTON ~ THE,,LARKIN - DAVID (ED),Peacock Press/Bantam Book,1976,,The Arts,Painting - Historical - Areas - Persons,759,LAR,,,,,
12670,FANTASTIC ART,,LARKIN - DAVID (ED),Pan / Ballantine,1973,0 345 09797 1,The Arts,Painting - Symbolism - Allegory - Mythology - Legend,753,LAR,,,,,
12812,MAGRITTE,,LARKIN - DAVID (ED),Pan/Ballantine,1972,345 09773 4,The Arts,Painting & Paintings,750,LAR,,,,,
14590,PHILIP LARKIN:  COLLECTED POEMS,,Larkin - Philip,Faber & Faber,1988,0-571-15386-0,,,821,LAR,,,,,
16350,REQUIRED WRITING,Miscellaneous Pieces 1955 - 1982,Larkin - Philip,Faber & Faber,1983,0-571-13120-4,,,828,LAR,,,,,
16210,SELECTED LETTERS OF PHILIP LARKIN 1940-1985,edited by Anthony Thwaite,Larkin - Philip,Faber & Faber,1992,0-571-15197-3,,,826,LAR,,,,,
10735,PERFECT HEALTH,The Highest Curative Power in Man,LARSON - CHRISTIAN D.,L. N. Fowler & Co. - London,1914,,Religion,Devotional & Practical - Personal Religion,214.8,LAR,,,,,
13405,Classical Samkhya,An Interpretation of its History and Meaning,Larson - Gerald J.,Molatilal Banarsidass - Delhi,2001,81-208-0503-8,,,181.41,LAR,,,,,
15255,THE CULTURE OF NARCISSISM,American Life in an Age of Diminishing Expectations,Lasch - Christopher,Abacus,1980,,,,301,LAS,,,,,
15316,THE MINIMAL SELF,Psychic Survival in Troubled Times,Lasch - Christopher,Picador,1984,0-330-28996-9,,,301,LAS,,,,,
14232,THE REVOLT OF THE ELITES AND THE BETRAYAL OF DEMOCRACY,,Lasch - Christopher,W.W.Norton and Co,1995,0-393-03699-5,,,320,LAS,,,,,
15424,THE TRUE AND ONLY HEAVEN,Progress and its Critics,Lasch - Christopher,W. W. Norton & Co,1991,0-393-02916-6,,,191,LAS,,,,,
11870,GEORGE ELIOT AND HER WORLD,,LASKI - MARGHANITA,Thames and Hudson - London,1973,0 500 13043 4,Biography,George Eliot,ELI,LAS,,,,,
10433,BASIC WRITINGS OF C. G. JUNG ~ THE,Including Selections from Psychological Types - Symbols of Transformation - Archetypes and the Collective Unconsciousness - and Other Major Works,LASZLO - VIOLET S. DE,The Modern Library - New York,1959,,Philosophy,General Psychology,150,LAS,,,,,
13017,TYRANNY,A Study in the Abuse of Power,LATEY - MAURICE,Penguin,1972,0 14 02.1461 5,Social Sciences,Political Science - Systems of Governments and States,321,LAT,,,,,
14865,THE FOUR GOSPELS & THE REVELATION,,Lattimore - Richard (trans),Minerva,1991,0-7493-9821-3,,,225,LAT,,,,,
11303,CONFUCIUS: THE ANALECTS,,LAU - D. C. (TRANS),Penguin Books,1979,0 14044 348 7,Philosophy,Ancient & Medieval - Oriental Philosophy,181,LAU,,,,,
11295,LAO TZU: TAO TE CHING,,LAU - D. C. (TRANS),Penguin Books,1963,,Religion,Other Religions - Other Religions,299,LAU,,,,,
12757,RODIN MUSEUM OF PARIS ~ THE,,LAURENT - MONIQUE & LESBERG - SANDY,Peebles Press,1977,0 672 52364 7,The Arts,Sculpture - from 1400,735,LAU,,,,,
14510,A FREETHINKER'S PRIMER OF MALE LOVE,,Lauritsen - John,Pagan Press,1998,0-943742-11-0,,,301,LAU,,,,,
12208,MALDOROR AND POEMS,,LAUTREAMONT - COMTE DE,Penguin Books,1978,0 14044 342 8,Literature,French Literature - French Miscellany,848,LAU,,,,,
15313,BRITISH MILITARY UNIFORMS,,Laver - James,Penguin,1948,,,,942,LAV,,,,,
10842,ANCIENT MID-INDIAN KSATRIYA TRIBES - VOL I,,LAW - B. C.,Thacker - Spink & Co. - Calcutta,1924,,History,Asia - Subcontinent of India,954,LAW,,,,,
10826,SOME KSATRIYA TRIBES OF ANCIENT INDIA,,LAW - BIMALA CHARAN,University of Calcutta,1924,,History,Asia - Subcontinent of India,954,LAW,,,,,
11046,INDIA AS DESCRIBED IN EARLY TEXTS OF BUDDHISM AND JAINISM,,LAW - BIMALA CHURN,Bharatiya Publishing House - Delhi,1980,,History,Asia - Subcontinent of India,954,LAW,,,,,
11025,MAGADHAS IN ANCIENT INDIA ~ THE,,LAW - BIMALA CHURN,The Royal Asiatic Society - London,1946,,History,Asia - Subcontinent of India,954,LAW,,,,,
10917,INDIAN HISTORICAL QUARTERLY,Gautama Buddha 25th Centenary Special Issue,LAW - NARENDRA NATH (ED),The Calcutta Oriental Press Ltd.,1956,,History,History - Periodicals,905,LAW,,,,,
10958,SPIRIT OF PRAYER; OR THE SOUL RISING OUT OF THE VANITY OF TIME INTO THE RICHES OF ETERNITY ~ THE,In Two Parts - Part I,LAW - WILLIAM,Ogles - Duncan and Cochran - London,1816,,Religion,Doctrinal Theology - Salvation,213.4,LAW,,,,,
16314,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME VIII,1 The Spirit of Love  2 A Short Confutation of Dr Warburton's Defence  3 Of Justification by Faith of Works,Law - Dr William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
16308,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME II,1. Remarks on 'The Fable of the Bess'   2 The Case of Reason - or Natural Religion   3 The absolute unlawfulness of Stage-Entertainments,Law - Rev William,G. Moreton,1892,REFERENCE,,,208,LAW,,,,,
16309,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME III,A practical treatise upon Christian Perfection,Law - Rev William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
16310,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME IV,A Serious Call to a Devout and Holy Life adapted to the State and Condition of all Orders of Christians,Law - Rev William,G.Moreton,1893,REFERENCE,,,208,LAW,,,,,
16312,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME VI,1  An Earnest and Serious Answer to Dr Trapp  2 An Appeal to all that doubt or disbelieve the Truth of the Gospel,Law - Rev William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
16313,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME VII,1  The Spirit of Prayer  2  The Way to Divine Knowledge,Law - Rev William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
16307,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME I,Three letters to the Bishop of Bangor,Law - Rev. William,G. Moreton,1892,REFERENCE,,,208,LAW,,,,,
16315,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME IX,1 an Humble etc Adddress to the Clergy  2 A Collection of Letters  3 Letters to a Lady inclidned to theà.church of Rome,Law - William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
16311,THE WORKS OF THE REVEREND WILLIAM LAW M.A. VOLUME V,1  A Demonstration of the Gross and Fundmental Erors of a Book    2  the Grounds and Reasons of Christian Generation,Law - William,G. Moreton,1893,REFERENCE,,,208,LAW,,,,,
15445,THE LETTERS OF D. H. LAWRENCE,edited and with an introduction by Aldous Huxley,Lawrecne - D. H.,William Heinemann,1934,,,,826,LAW,,,,,
11555,NOTES FROM A DISTANT FLUTE,Sufi Literature in Pre-Mughal India,LAWRENCE - BRUCE B.,Imperial Iranian Academy of philosophy - Tehran,1978,0 500 97352 0,Religion,Other Religions - Islam & Bahaism,297,LAW,,,,,
13160,STUDIES IN CLASSIC AMERICAN LITERATURE,,LAWRENCE - D. H.,Penguin,1977,0 14 00.330 9,Literature,Literary History & Criticism,809,LAW,,,,,
14879,DEFENDERS OF GOD,The Fundamental Revolt Against the Modern Age,Lawrence - Bruce B.,L.B.Tauris & Co Ltd,1990,1-85043-288-0,,,201,LAW,,,,,
15312,APOCALYPSE,,Lawrence - D. H.,Granada Publishing,1981,0-586-05273-9,,,228,LAW,,,,,
16207,COMPLETE POEMS OF D. H. LAWRENCE VOLUME ONE,,Lawrence - D. H.,Heinemann,1967,,,,821,LAW,,,,,
15454,FANTASIA OF THE UNCONSCIOUS & PSYCHOANALYSIS AND THE UNCONSCIOUS,,Lawrence - D. H.,William Heinemann,1961,,,,150,LAW,,,,,
15453,LOOK ! WE HAVE COME THROUGH !,A Cycle of Love Poems with Introduction by Frieda Lawrence,Lawrence - D. H.,The Ark Press,1971,,,,821,LAW,,,,,
15213,MORNINGS IN MEXICO AND ETRUSCAN PLACES,,Lawrence - D. H.,William Heinemann,1956,434-40718-6,,,823,LAW,,,,,
15455,NEW POEMS,,Lawrence - D. H.,Martin Secker,1918,,,,821,LAW,,,,,
15502,PHOENIX,The Posthumous Papers of D. H. Lawrence,Lawrence - D. H.,Heinemann,1936,,,,828,LAW,,,,,
15501,PHOENIX II,Uncollected - unpublished and other Prose,Lawrence - D. H.,Heinemann,1968,,,,828,LAW,,,,,
15448,THE BODY OF GOD,a sequence of poems arranged by Michael Adma with woodcuts by Barbara Whitehead,Lawrence - D. H.,The Ark Press,1970,,,,821,LAW,,,,,
16208,THE COMPLETE POEMS OF D. H. LAWRENCE VOLUME TWO,,Lawrence - D. H.,Heinemann,1972,,,,821,LAW,,,,,
13961,THREE PLAYS,A Collier's Friday Night / The Daughter-in-Law / The Widowing of Mrs Holroyd,Lawrence - D. H.,Penguin,1969,,,,822,LAW,,,,,
13478,SEVEN PILLARS OF WISDOM,a triumph,Lawrence - T. E.,Jonathan Cape,1943,,,,920,LAW,,,,,
13374,BRANDED - THE,Uchalya,LAXMAN GAIKWAD,Sahitya Akademi,1998,812600486X,Biography,Laxman Gaikwad,LAXM,LAX,,,,,
10443,VIRGIN ARCHITYPE ~ THE,Two Essays,LAYARD - JOHN,Spring Publications - New York,1972,0-88214-205-4,Philosophy,General Psychology,150,LAY,,,,,
16068,THE GENERAL STIKE DAY BY DAY,,Laybourn - Keith,Alan Sutton Publishing,1996,0-7509-1058-5,,,942,LAY,,,,,
12335,Life of John Middleton Murray ~ The,,Lea - F. A.,Methuen & Co. Ltd.,1959,,Biography,John Middleton Murray,MUR,Lea,,,,,
11641,SACERDOTAL CELIBACY IN THE CHRISTIAN CHURCH,Vol I,LEA - HENRY C.,Williams and Norgate - London,1907,,Religion,Christian Church History - Religious Orders,217.1,LEA,,,,,
11642,SACERDOTAL CELIBACY IN THE CHRISTIAN CHURCH,Vol II,LEA - HENRY C.,Williams and Norgate - London,1907,,Religion,Christian Church History - Religious Orders,217.1,LEA,,,,,
11654,HISTORY OF THE INQUISITION OF THE MIDDLE AGES ~ A,Vol II,LEA - HENRY CHARLES,The Macmillan Company - New York,1922,,Religion,Christian Church History - Persecution of or by Christians,217.2,LEA,,,,,
11655,HISTORY OF THE INQUISITION OF THE MIDDLE AGES ~ A,Vol III,LEA - HENRY CHARLES,The Macmillan Company - New York,1922,,Religion,Christian Church History - Persecution of or by Christians,217.2,LEA,,,,,
14943,LAWRENCE AND MURRY:  A TWOFOLD VISION,,Lea - F. A.,Bentham Press,1975,0-905772-12-1,,,824,LAW,,,,,
10229,LEVI-STRAUSS,,LEACH - EDMUND,Wm. Collins & Co. Ltd. - London,1970,,Pure Science,Anthropology & Biology - Anthropology,572,LEA,,,,,
10734,MAN VISIBLE AND INVISIBLE,,LEADBEATER - C. W.,Theosophical Publishing House - Madras,1942,,Philosophy,Branches of Psychology - Occult Sciences,133,LEA,,,,,
14923,THE CHRISTIAN CREED,Its Origin and Significance,Leadbeater - C. W.,The St Alban Press,1978,0-9500963-93,,,238,LEA,,,,,
16549,NOVITAS MUNDI,Perception of the History of Being,Leahy - D.G.,New York University Press,1980,0-8147-4993-3,,,109,LEA,,,,,
10282,UNVEILING MAN'S ORIGINS,Ten Decades of Thought about Human Evolution,LEAKEY - L. S. B. & V. M. GOODALL,Methuen & Co. Ltd. - London,1970,416 27970 8,Pure Science,Anthropology & Biology - Organic Evolution,575,LEA,,,,,
14208,FRIENDSHIP EAST AND WEST,Philosophical Perspectives,Leaman - Oliver,Curzon,1996,0-7007-0358-6,,,149,LEA,,,,,
16489,COMPLETE NONSENSE,,Lear - Edward,London Folio Society,1996,,,,827,LEA,,,,,
11114,VOICES OF CONVERGENCE,,LEARY - DANIEL,The Bruce Publishing Company - Milwaukee,1969,,Religion,Religion - Philosophy & Theories,201,LEA,,,,,
15951,THE POLITICS OF ECSTASY,,Leary - Timothy,Paladin,1970,,,,150,LEA,,,,,
13156,DICKENS THE NOVELIST,,LEAVIS - F. R. & Q. D.,Penguin,1972,0 14 02.1499 2,Literature,Literary History & Criticism,809,LEA,,,,,
14405,ANNA KARENINA,and other essays,Leavis - F. R.,Chatto and Windhus,1967,,,,824,LEA,,,,,
15500,D. H. LAWRENCE / NOVELIST,,Leavis - F. R.,Peregrine,1964,,,,824,LAW,,,,,
10361,HISTORY OF EUROPEAN MORALS FROM AUGUSTUS TO CHARLEMAGNE  VOL. I,,LECKY - WILLIAM EDWARD HARTPOLE,Longmans - Green and Co. - London,1869,,Philosophy,Ethics,170,LEC,,,,,
10362,HISTORY OF EUROPEAN MORALS FROM AUGUSTUS TO CHARLEMAGNE  VOL. II,,LECKY - WILLIAM EDWARD HARTPOLE,Longmans - Green and Co. - London,1869,,Philosophy,Ethics,170,LEC,,,,,
16140,THE UNTERLINDEN MUSEUM - COLMAR,,Lecoq-Ramond - Sylvie & P. Beguerie,Fondation Paribas,1997,2-911809-08-4,,,708,COL,,,,,
10525,TECHNIQUES OF SELF-DEFENSE,,LEE - CHING-NAN & RUBEN FIGUEROA,A. S. Barnes and Company Inc. - New York,1963,,Technology,Medical Sciences,610,LEE,,,,,
10420,FREUD AND CHRISTIANITY,,LEE - R. S.,Penguin Books,1967,,Philosophy,General Psychology,150,LEE,,,,,
12070,CONCISE DICTIONARY OF NATIONAL BIOGRAPHY,1 to 1900,LEE - SIR SIDNEY (ED),Oxford University Press,1965,,Biography,BIographical Dictionary,DIC,LEE,,,,,
15266,THE COST OF FREE SPEECH,,Lee - Simon,Faber & Faber,1990,0-571-14447-0,,,320,LEE,,,,,
13918,SAMUEL TAYLOR COLERIDGE:  A BONDAGE OF OPIUM,,Lefebure - Molly,Quartet Books,1977,0 7043 3107 1,,,824,COL,,,,,
10107,MEDIEVAL THOUGHT,St. Augustine to Ockham,LEFF - GORDON,Penguin Books,1958,,Philosophy,Ancient & Medieval - Medieval Western Philosophy,189,LEF,,,,,
10600,CHAPTER OF THE SELF ~ THE,,LEGGETT - TREVOR,Routledge & Kegan Paul - London,1978,0 7100 8702 0,Religion,Other Religions - Brahmanism & Related,294,LEG,,,,,
11272,SPIRITUAL SCIENCE - ELECTRICITY AND MICHAEL FARADAY,,LEHRS - ERNST,Rudolf Steiner Press - London,1975,85440 296 9,Philosophy,Branches of Psychology - Occult Sciences,133,LEH,,,,,
10004,MONADOLOGY AND OTHER PHILOSOPHICAL ESSAYS,,LEIBNIZ - GOTTFRIED WILHELM VON,Bobbs-Merrill Educational Publishing - Indianapolis,1980,0-672-60426-4,Philosophy,Philosophy - Essays & Lectures,193,LEI,,,,,
10057,NIETZSCHE UNPUBLISHED LETTERS,,LEIDECKER - KURT E.  (TRANS),Peter Owen - London,1960,,Philosophy,Modern Philosophy - German & Austrian,193,LEI,,,,,
14045,WHITSONGS,Translated from the Finnish by Keith Bosley,Leino - Eino,The Menard Press,1978,0 903400 36 7,,,891.5,LEI,,,,,
13711,MILTON'S MINOR POEMS,edited with a preface by Geoffrey Tillotson,Leishman - J. B.,Hutchinson of London,1969,,,,821,LEI,,,,,
14829,ORAMMA MIKHAEL AIVANHOV: MASTER OF THE GREAT UNIVERSAL WHITE BROTHERHOOD,,Lejbowicz - Agnes,Editions Prosveta,1982,2-85566-191-9,,,298,AIV,,,,,
12292,CAPITALISM FOR BEGINNERS,,LEKACHMAN - ROBERT & BORIN VAN LOON,Writers and Readers Publishing Cooperative Ltd. - L,1981,0 906495 50 4,Social Sciences,Economics - Economic Ideologies,335,LEK,,,,,
10341,BEYOND ALL BELIEF,Science - Religion and Reality,LEMESURIER - PETER,Element Books Ltd. - Wiltshire,1983,0906540 41 0,,,501,LEM,,,,,
12613,CLASSICAL DICTIONARY ~ A,Of all the Proper Names Mentioned in Ancient Authors...,LEMPRIERE - J. - D. D.,George Routledge & Sons Ltd.,1904,,Literature & Rhetori,Dictionaries & Encyclopeadias,803,LEM,,,,,
11836,LABRAVA,,LEONARD - ELMORE,Penguin Books,1984,0-14-007238-1,Literature,American Literature - American Fiction,813,LEO,,,,,
13599,LIVING IN GODLESS TIMES,Tales of Spiritual Travellers,Leonard - Alison,Floris,2001,0-86315-341-0,,,920,LEO,,,,,
14033,THE POEMS OF LEOPARDI (CANTI),Edited with introduction and notes and a verse trnalsation in the metres of the original by Geoffrey L. Bickersteth,Leopardi - Giacomo,Cambridge University Press,1923,,,,851,LEO,,,,,
14034,TRANSLATIONS FROM LEOPARDI,Translated by R. C. Trevelyan,Leopardi - Giacomo,Cambridge University Press,1941,,,,851,LEO,,,,,
13059,GREECE,,LEPROHON - PIERRE,Minerva,1975,,Geography & History,Geography & Travel - Historical Geography,911,LEP,,,,,
12850,VENICE,,LEPROHON - PIERRE,Minerva,1979,,Geography & History,Geography & Travel - Europe,914,LEP,,,,,
16006,THE GREAT MATERPIECES OF RUSSIAN LITERATURE : SELECTED TALES,Translated by David Magarshack,Leskov - Nikolai,Secker & Warburg,,,,,891.7,LES,,,,,
11790,GREEK TRAGEDY,,LESKY - ALBIN,Ernest Benn Ltd. - London,1978,0-510-31907-6,Literature,Greek Literature - Dramatic Poetry,882,LES,,,,,
14550,LAOCOON - NATHAN THE WISE - MINNA VON BARNHELM,,Lessing - Gotthold Ephraim,J. M. Dent,1930,,,,838,LES,,,,,
15155,THE LAOCOON - AND OTHER PROSE WRITINGS OF LESSING,Translated and edited by W. B. Roennfeldt,Lessing - Gotthold Ephraim,Walter Scott,,,,,834,LES,,,,,
12780,ART IN SEVENTEENTH CENTURY HOLLAND,The National Gallery 30th September to 12th December 1976,LEVEY - MICHAEL,The National Gallery,1976,,The Arts,Galleries - Museums - Private Collections,708,LEV,,,,,
12750,HISTORY OF WESTERN ART ~ A,,LEVEY - MICHAEL,Thames & Hudson,1974,0 500 20080 7,The Arts,Philosophy & Theory,701,LEV,,,,,
11263,AQUARIAN GOSPEL OF JESUS THE CHRIST ~ THE,The Philosophical and Practical Basis of the Religion of the Aquarian Age of the World,LEVI,L. N. Fowler & Co. Ltd. - London,1969,8524 3037 X,Philosophy,Branches of Psychology - Occult Sciences,133,LEV,,,,,
10712,HISTORY OF MAGIC ~ THE,,LEVI - ELIPHAS,Rider & Company - London,1957,,Philosophy,Branches of Psychology - Occult Sciences,133.43,LEV,,,,,
10730,TRANSCENDENTAL MAGIC,Its Doctrine and Ritual,LEVI - ELIPHAS,Rider & Company - London,1958,,Philosophy,Branches of Psychology - Occult Sciences,133.43,LEV,,,,,
13193,EDEN RENEWED,The Public and Private Life of John Milton,LEVI - PETER,Macmillan,1996,0-333-62071-2,Biography,John Milton,MIl,LEV,,,,,
16062,TENNYSON,,Levi - Peter,Charles Scribner's Sons,1993,0-684-19662-X,,,920,TEN,,,,,
14933,THE FRONTIERS OF PARADISE,A Study of Monks and Monasteries,Levi - Peter,Collins Harvill,1988,0-00-272240-2,,,271,LEV,,,,,
