Book_No,Title,Sub_Title,Author,Publisher,Year_This_Ed,ISBN,Subject,Topic,Class_1,Class_2,Class_3,Translator,Year_1st_Pub,Synopsis,Medium
12092,RUSSIA AND THE WEST,Under Lenin and Stalin,KENNAN - GEORGE F.,Little - Brown and Company - Boston,1961,,Social Sciences,Political Science - Foreign Relations,327,KEN,,,,,
15798,EVANGELISM EXPLOSION,The Coral Ridge Program for Lay Witness,Kennedy - D. James,Tyndale House Publishers,1977,0-8423-0780-X,,,269,KEN,,,,,
15346,ULRICHS,The Life and Work of Karl Heinrich Ulrichs - Pioneer of the Modern Gay Movement,Kennedy - Hubert,Alyson Publications Inc,1988,1-55583-109-5,,,301,ULR,,,,,
13589,Richard Strauss,Man - Musician - Enigma,Kennedy - Michael,Cambridge University Press,1999,0-521-58173-7,,,920,STR,,,,,
14367,BLACK LIVINGSTONE,Life of William Henry Sheppard,Kennedy - Pagan,Penguin,2002,0-14-200176-7,,,920,SHE,,,,,
16325,THE FIRST MAN-MADE MAN,Michael Dillon (Jivaka),Kennedy - Pagan,Bloomsbury,2007,978-1-59691-015-,,,920,DIL,,,,,
13527,THE PENGUIN BOOK OF IRISH VERSE,,Kennelly - Brendan,Penguin,1970,,,,821,PEN,,,,,
11054,EVOLUTION (TEACH YOURSELF BOOKS),,KENNY - MICHAEL J.,The English Universities Press Ltd. - London,1966,,Pure Science,Anthropology & Biology - Organic Evolution,575,KEN,,,,,
12340,John Henry Newman,A Biography,Ker - Ian,Oxfoprd University Press,1988,0 19 282705 7,Biography,John Henry Newman,NEW,Ker,,,,,
10224,DARK AGES ~ THE,A Brilliant History of Medieval Literature - From the Heroic Sagas of Iceland to the Love Songs of Provence,KER - W. P.,Mentor Books - New York,1958,,Literature,Literature - History & Criticism,809,KER,,,,,
12705,HEROES OF THE GREEKS ~ THE,,KERENYI - C,Thames & Hudson,1959,,Geography & History,History of the Ancient World - Greece,938,KER,,,,,
15369,MODERN ESSAYS,,Kermode - Frank,Collins / Fontana,1971,,,,824,KER,,,,,
13375,NOT ENTITLED,FRANK KERMODE  A Memoir,KERMODE - FRANK,Harper Collins,1976,2555190,Biography,Frank Kermode,921.41,KER,,,,,
12240,DHARMA BUMS ~ THE,,KEROUAC - JACK,Granada - London,1982,0 586 03771 3,Literature,American Literature - American Fiction,813,KER,,,,,
14585,ON THE ROAD,,Kerouac - John,Penguin,1972,,,,813,KER,,,,,
13217,JACK LONDON,A Life,KERSHAW - ALEX,Harper Collins,1997,0 00 255585 9,Biography,Jack London,LON,KER,,,,,
12902,SOMETIMES A GREAT NOTION,,KESEY - KEN,Bantam Books,1972,,Literature,American Literature in English - Fiction,813,KES,,,,,
10697,HANDBOOK TO HIGHER CONSCIOUSNESS,,KEYES - KEN,Living Love Publications - Kentucky,1978,0-9600688-8-0,Philosophy,Branches of Psychology,130,KEY,,,,,
11851,HUNDRETH MONKEY ~ THE,,KEYES - KEN,Vision Books - Oregon,1983,,Literature,American Literature - American Miscellany,818,KEY,,,,,
15695,DRAWINGS OF WILLIAM BLAKE,92 pencil studies,Keynes - Sir Geoffrey (ed.),Dover Publications Inc,1970,,,,750,BLA,,,,,
14864,THE TRAVEL DIARY OF A PHILOSOPHER,,Keyserling - Count Hermann,Jonathan Cape,1927,,,,910,KEY,,,,,
10835,BRAHMA IN THE PURANAS,,KHAN - MOHAMMAD ISRAIL,Crescent Publishing House - Ghaziabad,1981,,Religion,Other Religions - Brahmanism & Related,294,KHA,,,,,
15649,DIWAN OF INAYAT KHAN,rendered into verse by Jessie Duncan Westbrook,Khan - Hazrat  Inayat,Motilal Banarsidass,1996,81-208-1429-0,,,297,KHA,,,,,
16316,THE HAND OF POETRY,Five Mystic Poets of Persia,Khan - Inayat,Omega Publications,1993,0-930872-47-9,,,891.55,KHA,,,,,
15715,PAINTING OF BYGONE YEARS,,Khandalavala - Karl,Vakils - Feffer & Simons Ltd,1991,,,,709,KHA,,,,,
14107,THE RUBAIYAT OF OMAR KHAYYAM,rendered into English by Edward Fitzgerald,Khayyam - Omar,Arthur Barron Ltd.,1945,,,,891.55,KHA,,,,,
15651,THE RUBA'IYAT OF OMAR KHAYYAM,,Khayyam - Omar,Allen Lane,1979,0-7139-1134-4,,,297,KHA,,,,,
15657,THE RUBA'IYAT OF OMAR KHAYYAM,translated by Peter Avery and John Heath-Stubbs,Khayyam - Omar,Penguin,1981,,,,297,KHA,,,,,
14060,THE RUBAIYAT OF OMAR KHAYYAM and other Persian poems,edited by A. J. Arberry,Khayyam - Omar,J. M. Dent,1954,0 460 01996 1,,,891.55,KHA,,,,,
11439,BUDDHISM AS PRESENTED BY THE BRAHMANICAL SYSTEMS,,KHER - CHITRAREKHA V.,Sri Satguru Publications - Delhi,1992,81-7030-293-5,Religion,Other Religions - Brahmanism & Related,294,KHE,,,,,
10043,PRESENT AGE ~ THE AND OF THE DIFFERENCE BETWEEN A GENIUS AND AN APOSTLE,,KIERKEGAARD - SOREN,Collins (The Fontana Library),1962,,Philosophy,Modern Philosophy - Scandinavian,198,KIE,,,,,
10083,STAGES ON LIFE'S WAY,,KIERKEGAARD - SOREN,Schocken Books - New York,1971,,Philosophy,Modern Philosophy - Scandinavian,198,KIE,,,,,
15993,KILVERT'S DIARY,Selections from the Diary 1870 - 1879 by William Plomer,Kilvert - Francis,Book Club Associates,1944,,,,920,KIL,,,,,
11177,SONGS IN THE NIGHT,A Study of the Book of Job,KING - HORACE MAYBRAY,Colin Smythe - London,1968,,Religion,Bible - Old Testament,212.1,KIN,,,,,
15425,THE BOOK OF THE ORDER OF THE FELLOWSHIP OF THE KNIGHTS OF THE ROUND TABLE,,King Arthur's Hall,King Arthur's Hall - Tintagel,,,,,942,ART,,,,,
15797,E. M. FORSTER,,King - Francis,Thames & Hudson,1978,,,,920,FOR,,,,,
13170,SHELLEY,His Thought and Work,KING-HELE - DESMOND,The Macmillan Press Ltd.,1971,333 09289 9,Literature,Literary History & Criticism,809,KIN,,,,,
11041,PSALMS OF THE TAMIL SAIVITE SAINTS,,KINGSBURY - F. & G. E. PHILLIPS,Association Press - Calcutta,1921,,Religion,Other Religions - Brahmanism & Related,294,KIN,,,,,
10683,PERFECT WAY ~ THE,The Finding of Christ,KINGSFORD - ANNA & EDWARD MAITLAND,John M. Watkins - London,1923,,Religion,Devotional & Practical - Personal Religion,214.8,KIN,,,,,
11145,ANTHOLOGY OF MYSTICISM AND MYSTICAL PHILOSOPHY ~ AN,,KINGSLAND - WILLIAM,Methuen & Co. Ltd. - London,1927,,Religion,Devotional & Practical - Meditations & Contemplations,214.2,KIN,,,,,
11264,ORDER OF ST. JOHN OF JERUSALEM ~ THE,Past and Present,KINGSLEY - ROSE G.,Skeffington & Son Ltd. - London,1918,,Religion,Christian Churches & Sects - Roman Catholic Church,218.2,KIN,,,,,
13795,POEMS,,Kingsley - Charles,Macmillan and Co,1889,,,,821,KIN,,,,,
15909,THE WATER BABIES and  GLAUCUS,,Kingsley - Charles,J. M. Dent and Sons,1908,,,,823,KIN,,,,,
13583,IN THE DARK PLACES OF WISDOM,,Kingsley - Peter,The Golden Sufi Center,1999,1-890350-01-x,,,182,KIN,,,,,
14304,THE PROGRESS OF A BIOGRAPHER,,Kingsmill - Hugh,Methuen & Co,1949,,,,824,KIN,,,,,
11602,TAIN ~ THE,The Irish Epic Tain Bo Cuailnge,KINSELLA - THOMAS (TRANS),Oxford University Press,1974,0 19 281090 1,Literature,Other Literatures,890,KIN,,,,,
10164,SEXUAL BEHAVIOR IN THE HUMAN MALE,,KINSEY - A. C. - W. B. POMEROY & C. E. MARTIN,W. B. Saunders Company - Philadelphia,1953,,Pure Science,Anthropology & Biology - Anthropology,572,KIN,,,,,
13349,HINDU GODDESSES,Vision of the Divine Feminine in the Hindu Religious Tradition,KINSLEY - DAVID,Motilal Banarsidass,1986,8120803949,Hinduism,Objects of Worship,294.521,KIN,,,,,
13347,TANTRIC VISIONS OF THE DIVINE FEMININE,The Ten Mahavidyas,KINSLEY - DAVID,Motilal Banarsidass,1997,812081522x,Hinduism,Objects of Worship,294.521,KIN,,,,,
12948,ELECTRICITY AND MAGNETISM,,KIP - ARTHUR F.,Mcgraw-Hill Book Co. Ltd.,1962,,Natural Sciences,Physics - Electricity & Electronics,537,KIP,,,,,
11382,SIXTY POEMS,,KIPLING - RUDYARD,Hodder and Stoughton - London,1945,,Literature,English Literature - English Poetry,821,KIP,,,,,
12346,Something of Myself,For My Friends Known and Unknown,Kipling - Rudyard,Penguin,1987,0 14 043308 2,Autobiography,Rudyard Kipling,KIP,Kip,,,,,
14432,KIM,,Kipling - Rudyard,Penguin,1989,,,,823,KIP,,,,,
13798,RUDYARD KIPLING:  THE COMPLETE VERSE,with a foreword by M. M. Kaye,Kipling - Rudyard,Kyle Cathie Ltd,1990,1 85626 007,,,821,KIP,,,,,
14039,KALEVALA:  LAND OF HEROES - Volume Two,Introduction by J. C. B. Grundy,Kirby - W. F (trans.),J. M. Dent,1907,,,,894.514,KIR,,,,,
14038,KALEVALA:  LAND OF HEROES -  Volume One,Introduction by J. B. C. Grundy,Kirby - W. F. (trans.),J. M. Dent,1907,,,,894.514,KIR,,,,,
11805,NATURE OF GREEK MYTHS ~ THE,,KIRK - G. S.,Penguin Books,1983,0 1402 1783 5,Social Sciences,Customs & Folklore - Folklore,398,KIR,,,,,
12708,NATURE OF GREEK MYTHS ~ THE,,KIRK - G. S.,Penguin,1985,0 14 021783 5,Geography & History,History of the Ancient World - Greece,938,KIR,,,,,
10968,VISION OF GOD ~ THE,The Christian Doctrine of the Summum Bonum,KIRK - KENNETH E.,Longmans - Green and Co. - London,1934,,Religion,Doctrinal Theology - God,213.1,KIR,,,,,
12154,TROPIC TEMPER,A Memoir of Malaya,KIRKUP - JAMES,Collins - London,1965,,History,Geography - Travels - Geography of Asia,915,KIR,,,,,
10959,THEOLOGY OF THE PAIN OF GOD,,KITAMORI - KAZOH,SCM Press Ltd. - London,1966,,Religion,Doctrinal Theology - God,213.1,KIT,,,,,
14303,ART AND MORALITY,translated from Japanese by David A. Dilworth & Valdo H. Viglielmo,Kitaro - Nishida,The University Press of Hawaii,1973,0-8248-0256-X,,,199,KIT,,,,,
10200,ABUSING SCIENCE,The Case Against Creationism,KITCHER - PHILIP,Massachusetts Institute of Technology Press,1983,0-262-61037-X,Pure Science,Anthropology & Biology - Organic Evolution,575,KIT,,,,,
15488,WITHOUT SIN,The Life and Death of the Oneida Community,Klaw - Spencer,Allen Lane - the Penguin Press,1993,0-7139-9091-0,,,301,KLA,,,,,
12752,PAUL KLEE ON MODERN ART,,KLEE - PAUL,Faber & Faber,1967,,The Arts,Philosophy & Theory,701,KLE,,,,,
15022,ON MODERN ART,,Klee - Paul,Faber & Faber,1066,0-571-06682-8,,,704,KLE,,,,,
13984,HEINRICH VON KLEIST:  PLAYS,Edited by Walter Hinderer,Kleist - Heinrich von,Continuum,1982,0-8264-0263-1,,,832,KLE,,,,,
15210,THE MARQUISE OF O AND OTHER STORIES,translated by David Luke and Nigel Reeves,Kleist - Heinrich von,Penguin,1978,,,,833,KLE,,,,,
14594,SIX GERMAN ROMANTIC TALES,,Kleist - Heinrich von - Ludwig Tieck - E.T.A. Hoffman,Angel Books,1985,0-946162-17-4,,,833,KLE,,,,,
14666,JUDGE ON TRIAL,,Klima - Ivan,Vintage,1991,0-09-999920-X,,,891.86,KLI,,,,,
14665,WAITING FOR THE DARK - WAITING FOR THE LIGHT,,Klima - Ivan,Granta Books,1995,,,,891.86,KLI,,,,,
14315,MANICHAEAN ART AND CALLIGRAPHY,,Klimkeit - Hans-Joachim,E.J.Brill - Ledien,1982,90 04 06478 8,,,709,KLI,,,,,
10796,CHANNELING,Investigations on Receiving Information from Paranormal Sources,KLIMO - JON,The Aquarian Press - Northants,1988,0-85030-730-9,Philosophy,Branches of Psychology - Occult Sciences,133,KLI,,,,,
11943,BRIEF HISTORY OF FINLAND ~ A,,KLINGE - MATTI,Otava Publishing Company Ltd. - Helsinki,1984,951-1-07538-1,History,Europe - Scandinavia,948,KLI,,,,,
11001,CONTEMPORARY CATHOLICISM,Thoughts Since Vatican II,KLOOSTERMAN - A. M. J.,Collins - London,1972,,Religion,Christian Churches & Sects - Roman Catholic Church,218.2,KLO,,,,,
12202,MIRROR FOR MAN,,KLUCKHOHN - CLYDE,Fawcett World Library - New York,1949,,Pure Science,Anthropology & Biology - Anthropology,572,KLU,,,,,
12450,Antonin Artaud,Man of Vision,Knapp - Bettina L.,Discus/Avon,1971,,Biography,Antonin Artaud,ART,Kna,,,,,
11354,SHAKESPEARE & RELIGION,Essays of Forty Years,KNIGHT - G. WILSON,Routledge & Kegan Paul - London,1967,,Literature,Literature - History & Criticism,809,KNI,,,,,
11632,ELYSION,Ancient Greek and Roman Beliefs Concerning Life after death,KNIGHT - W. F. JACKSON,Rider & Company - london,1970,0 09 104151 1,Religion,Other Religions - Greek & Roman,220,KNI,,,,,
13946,SHAKESPEARIAN PRODUCTION,with especial reference to the tragedies,Knight - G. Wilson,Routledge & Kegan Paul,1968,,,,824,SHA,,,,,
15604,THE POETRY OF ALEXANDER POPE,Laureate of Peace,Knight - G. Wilson,Routledge & Kegan Paul,1955,,,,824,POP,,,,,
14962,THE WHEEL OF FIRE,Interpretation of Shakepearian Tragedy with Three New Essays,Knight - G. Wilson,Methuen & Co,1949,,,,824,SHA,,,,,
10889,IN THE IMAGE OF FIRE,The Vedic Experiences of Heat,KNIPE - DAVID M.,Motilal Banarsidass - Delhi,1975,0 8426 0740 4,Religion,Other Religions - Brahmanism & Related,294,KNI,,,,,
11182,EPISTLES AND GOSPELS ~ THE,For Sundays & Holidays,KNOX - R. A. (TRANS),Burns Oates and Washbourne - London,1946,,Religion,Bible - New Testament,212.5,KNO,,,,,
11214,NEW TESTAMENT COMMENTARY ~ A,,KNOX - RONALD,Burns - Oates and Wasbourne Ltd. - London,1958,,Religion,Bible - New Testament,212.5,KNO,,,,,
11925,ORIGINS OF THE FIRST WORLD WAR ~ THE,Great Power Rivalry and German War Aims,KOCH - H. W. (ED),Macmillan - London,1972,333 12366 3,History,History - Medieval & Modern World,909,KOC,,,,,
10733,BOOK OF SIGNS ~ THE,,KOCH - RUDOLF,Dover Publications Inc. - New York,1955,486-20162-7,Philosophy,Branches of Psychology - Occult Sciences,133,KOC,,,,,
15736,DEUTSCHLAND - GERMANY,,Koch - Thilo,Suddeutscher Verlag,1988,3-7991-6391-3,,,943,GER,,,,,
15750,CASPAR DAVID FRIEDRICH,and the subject of landscape,Koerner - Joseph Leo,Reaktion Books,1990,0-948462-13-2,,,750,FRI,,,,,
10183,GHOST IN THE MACHINE ~ THE,,KOESTLER - ARTHUR,Hutchinson & Co. Ltd. - London,1967,09 083880 7,Pure Science,Anthropology & Biology - Organic Evolution,575,KOE,,,,,
11815,SLEEPWALKERS,A History of Man's Changing Vision of the Universe,KOESTLER - ARTHUR,Penguin Books,1964,,Pure Science,Pure Science - History & Local Treatment,509,KOE,,,,,
12987,YOGI AND THE COMMISSAR ~ THE,,KOESTLER - ARTHUR,Jonathan Cape,1964,,Social Sciences,Political Science,320,KOE,,,,,
15606,THE ACT OF CREATION,,Koestler - Arthur,Hutchinson & Co,1964,,,,153,KOE,,,,,
15583,THE ROOTS OF COINCIDENCE,,Koestler - Arthur,Hutchinson & Co,1972,0-09-110280-4,,,133,KOE,,,,,
10971,BRIDGE FROM OLD TO NEW IN CHRISTIAN BELIEF ~ THE,,KONIJN - SEEF,Geoffrey Chapman - London,1973,0225 65975 1,Religion,Devotional & Practical - Moral Theology,214.1,KON,,,,,
16152,BYKER,,Konttinen - Sirkka-Liisa,Bloodaxe Books,1985,0-906427-90-8,,,770,KON,,,,,
12170,AMERICAN PRAGMATISTS ~ THE,,KONVITZ - MILTON R. & GAIL KENNEDY (ED),Meridian Books Inc. - New York,1960,,Philosophy,Modern Philosophy - United States & Canada,191,KON,,,,,
11474,SPIRITUAL WRITINGS OF FATHER CLAUDE FRANCIS POULLART DES PLACES,Founder of the Congregation of the Holy Ghost,KOREN - HENRY J.,Duquesne University - Pittsburgh - Pa.,1959,,Religion,Christian Churches & Sects - Roman Catholic Church,218.2,KOR,,,,,
15139,ATOMS,The Core of all Matter,Korn - Jeremy,Golden Press,,,,,539,KOR,,,,,
10013,KANT,An Introduction to the Philosophy of One of the Greatest Thinkers of the Modern World,KORNER - S.,Penguin Books,1960,,Philosophy,Modern Philosophy - German & Austrian,193,KOR,,,,,
16166,NIKOLA ROERICH,in English and Russian,Korotkina - Lyudmila,,1996,5-7370-0321-3,,,750,ROE,,,,,
14176,SCIENCE AND SANITY,An introduction to non-Aristotelian Systems and General Semantics,Korzybski - Alfred,International non-Aristotelian Library Publishing,1958,,,,149.9,KOR,,,,,
14191,MYTH AND REALITY,,Kosambi - Damodar Dharmanand,Sangram Books Ltd,1983,0 86132 043 3,,,900,KOS,,,,,
13607,SKYLARK,,Kosztolanyi - Dezso,Chatto & Windus,1993,0 7011 4473 4,,,894.511,KOS,,,,,
10952,HALLUCINATIONS OF LOGOCRATIA ~ THE  VOL I,,KOURMOULIS - TELEMACHUS,Kyklos - Athens,1936,,Philosophy,Modern Philosophy - Other Modern Philosophies,199,KOU,,,,,
10953,HALLUCINATIONS OF LOGOCRATIA ~ THE  VOL II,,KOURMOULIS - TELEMACHUS,Kyklos - Athens,1936,,Philosophy,Modern Philosophy - Other Modern Philosophies,199,KOU,,,,,
14376,PRAGUE FAREWELL,A Life in Czechoslovakia 1941-1968,Kovaly - Heda Margolius,Victor Gollancz Ltd,1988,0-575-04257-5,,,920,KOV,,,,,
12248,PSYCHOPATHIA SEXUALIS ~ THE,Aberrations of Sexual Life,KRAFFT-EBING - R. V.,Panther - London,1965,,Philosophy,Branches of Psychology - Abnormal Psychology,132,KRA,,,,,
11603,FROM THE TABLETS OF SUMER,25 Firsts in Man's Recorded History,KRAMER - SAMUEL NOAH,The Falcon's Wing Press - Col.,1956,,Literature,Other Literatures,890,KRA,,,,,
13580,THE GURU PAPERS,Masks of Authoritarian Power,Kramer - Joel & Diana Alstad,Frog Ltd,1993,1-883319-00-5,,,303.3,KRA,,,,,
12277,ENQUIRY CONCERNING POLITICAL JUSTICE,,KRAMNICK - ISAAC (ED),Penguin Books,1976,0 14040 030 3,Social Sciences,Political Science,320,KRA,,,,,
12778,HINDU TEMPLE ~ THE,Volume II,KRAMRISCH - STELLA,University of Calcutta,1946,,The Arts,Architecture - Buildings for Religious Purposes,726,KRA,,,,,
12779,HINDU TEMPLE ~ THE,Volume I,KRAMRISCH - STELLA,University of Calcutta,1946,,The Arts,Architecture - Buildings for Religious Purposes,726,KRA,,,,,
10268,HOMO SAPIENS IN DECLINE,A Reappraisal of Natural Selection,KRAUS - GERHARD,The New Diffusionist Press - Bedfordshire,1973,0 7121 5601 1,Pure Science,Anthropology & Biology - Organic Evolution,575,KRA,,,,,
15465,THE FIFTH ESSENCE,The Search for Dark Matter in the Universe,Krauss - Lawrence M.,Basic Books Inc,1989,,,,539,KRA,,,,,
14156,WORPSWEDE,On the artist's trail,Krenzke - Hans-Joachim,Verlag Atlier im Bauernhaus,,,,,702,KRE,,,,,
13264,RABINDRANATH TAGORE,A Biography,KRIPALANI - Krishna,Oxford University Press,1962,,Biography,Tagore,TAGO,KRI,,,,,
10726,DAWN OF A NEW SCIENCE ~ THE,,KRISHNA - GOPI,Kundalini Research & Publications Trust - New Delhi,1978,,Philosophy,Branches of Psychology - Occult Sciences,133,KRI,,,,,
10764,BEGINNINGS OF LEARNING,,KRISHNAMURTI,Penguin Books,1978,0 1400 4476 0,Philosophy,Philosophical Topics,140,KRI,,,,,
10789,BROCKWOOD ~ THE,Talks & Discussions 1969,KRISHNAMURTI - J.,Servire - Wassenaar,1970,,,,298,KRI,,,,,
10788,FIRST AND LAST FREEDOM ~ THE,,KRISHNAMURTI - J.,Victor Gollancz Ltd. - London,1969,575 00416 9,,,298,KRI,,,,,
11462,FREEDOM FROM THE KNOWN,,KRISHNAMURTI - J.,Victor Gollancz Ltd. - London,1969,575 00174 7,Philosophy,Philosophical Topics,140,KRI,,,,,
10769,LAST TALKS AT SAANEN 1985,,KRISHNAMURTI - J.,Victor Gollancz Ltd,1986,0-575-03845-4,,,298,KRI,,,,,
11463,URGENCY OF CHANGE ~ THE,,KRISHNAMURTI - J.,Victor Gollancz Ltd. - London,1971,0 575 00635 8,Philosophy,Philosophical Topics,140,KRI,,,,,
13521,LIFE AHEAD,On Learning and the Search for Meaning,Krishnamurti - J.,New World Library,2005,978-1-57731-517-,,,199,KRI,,,,,
15965,TRANSMISSION OF AWAKENING : A New Initiation into the Path of Self-Realisation,The Teaching of Aziz,Kristof - Aziz,Motilal Banarsidass,1999,81-208-1694-3,,,298,KRI,,,,,
14188,ENLIGHTENMENT BEYOND TRADITIONS,,Kristof - Aziz - & Houman Emami,Motilal Banarsidass,1999,81-208-1651-x,,,291,KRI,,,,,
12943,ISHI,In Two Worlds,KROEBER - THEODORA,University of California Press,1969,,Biography,Ishi,ISH,KRO,,,,,
16028,KRISTIAN KROKFORS,Paintings and Drawings 1979 - 1991,Krokfors - Kristian,Pratt Contmeporary Art,1991,0-951-80490-1,,,750,KRO,,,,,
12824,EXPERIENCE AND ART,,KRUTCH - JOSEPH WOOD,Collier Books,1962,,The Arts,Philosophy & Theory,701,KRU,,,,,
10492,PRACTICAL AND THEORETICAL ASPECTS OF PSYCHOANALYSIS,,KUBIE - LAWRENCE,Frederick A. Praeger - New York,1960,,Philosophy,General Psychology,150,KUB,,,,,
13123,DEATH,The Final Stage of Growth,KUBLER-ROSS - ELIZABETH (ED),Prentice-Hall Inc,1975,0 13 196998 6,,,150,KUB,,,,,
15512,ON DEATH AND DYING,,Kubler-Ross - Elisabeth,Tavistock Publications,1973,0-422-75490-0,,,150,KUB,,,,,
13318,WHEEL OF LIFE - THE,A Memoir of Living and Dying,KUBLER-ROSS - ELISABETH,Bantam,1997,593041453,Biography,Elisabeth Kubler-Ross,KUBL,KUB,,,,,
10506,LIFE WORLD LIBRARY - ITALY,,KUBLY - HERBERT,Time Inc.,1961,,General Works,General Periodicals,50,KUB,,,,,
10620,AMRITANUBHAVA,,KULKARNI - K. R. (TRANS),Translator - Nagpur,1966,,Religion,Other Religions - Brahmanism & Related,294,KUL,,,,,
15094,STUDIES IN SANSKRIT SAHITYA-SASTRA,A Collection of Selected Papers relating to Sanskrit Poetics and Aesthetics,Kulkarni - V. M.,B.L.Institute of Indology - Patan,1983,,,,891,KUL,,,,,
13440,SAMAYASARA  (The Soul Essence),THE SACRED BOOKS OF THE JAINAS:  VOLUME III,Kunda Kunda - Shri Acharya,The Central Jaina Pubishing House,1930,,,,294.4,KUN,,,,,
13460,EIGHT RESENTS OR ASTA PAHUDA,Part I,Kunda-Kunda Acharya,The Bharatvarsiya Anathraksak Jain Society,,,,,294.4,KUN,,,,,
13484,THE PRAVACANA-SARA OF KUNDA-KUNDA ACHARYA,together with the commentary tatva-dipika by Amrtacandra Suri,Kunda-kunda Acharya,Cambridge University Press,1935,,,,294.4,KUN,,,,,
15336,THE FAREWELL PARTY,,Kundera - Milan,Penguin,1984,,,,891.86,KUN,,,,,
14664,THE UNBEARABLE LIGHTNESS OF BEING,,Kundera - Milan,Faber & Faber,1985,0-571-13539-0,,,891.86,KUN,,,,,
14878,CHRISTIANITY AND THE WORLD RELIGIONS,Paths of Dialogue with Islam - Hinduism - and Buddhism,Kung - Hans,FountPaperbacks,1987,,,,291,KUN,,,,,
15860,CHRISTIANITY AND THE WORLD RELIGIONS,Paths of Dialogue with Islam - Hinduism and Buddhism,Kung - Hans,Collin,1987,0-00-217619-X,,,291,KUN,,,,,
14355,GLOBAL RESPONSIBILITY,In search of a new world ethic,Kung - Hans,SCM Press,1991,0-334-020000-X,,,177,KUN,,,,,
12677,50 EPIC PAINTINGS OF AMERICA,,KUNSTLER - MORT & COMMAGER - HENRY STEELE,Cross River Press Ltd,1979,0 89659 064 X,The Arts,Painting & Paintings,750,KUN,,,,,
14196,THE CONCEPT OF ORDER,,Kuntz - Paul G. (ed.),Univerity of Washington Press,1968,,,,191,KUN,,,,,
12822,GEORGE,The Saints in Legend and Art,KUPPERS - LEONHARD,Aurel Bongers Recklinghausen,1967,,The Arts,Painting & Paintings - Religion & Religious Symbolism,755,KUP,,,,,
14247,THE FAR THING,,Kureishi - Maki,Oxford University Press,1997,0 19 577780 8,,,891,KUR,,,,,
13905,WILLIAM BLAKE,,Kurmi - Martin K.,Hutchinson and Co,1975,0 09 121481 5,,,824,BLA,,,,,
10527,JUDO,Forty One Lessons in the Modern Science of Jiu-Jitsu,KUWASHIMA - T. S. & A. R. WELCH,Putnam & Company Ltd. - London,1949,,Technology,Medical Sciences,610,KUW,,,,,
11223,GNOSTICS ~ THE,,LACARRIERE - JACQUES,Peter Owen - London,1977,0 7206 0364 1,Religion,Christian Churches & Sects - Primitive & Oriental Churches,218.1,LAC,,,,,
10247,EVOLUTIONARY THEORY AND CHRISTIAN BELIEF,The Unresolved Conflict,LACK - DAVID,Methuen & Co. Ltd. - London,1961,,Religion,Natural Theology - Creation,211.3,LAC,,,,,
11365,LIAISONS DANGEREUSES ~ LES,,LACLOS - CHODERLOS DE,Penguin Books,1983,0 14044 116 6,Literature,French Literature - French Fiction,843,LAC,,,,,
13666,JESUITS,,Lacouture - Jean,Harvill,1996,1 86046 023 2,,,271,LAC,,,,,
11282,CATHARS AND CATHOLICS IN A FRENCH VILLAGE 1294-1324,,LADURIE - EMMANUEL LE ROY,Scolar Press - London,1978,0 85967 403 7,History,Europe - France,944,LAD,,,,,
11283,CATHARS AND CATHOLICS IN A FRENCH VILLAGE 1294-1324,,LADURIE - EMMANUEL LE ROY,Scolar Press - London,1979,0 85967 403 7,History,Europe - France,944,LAD,,,,,
13014,GARDENS,,LADY ALLEN OF HURTWOOD & JELLICOE - SUSAN,Penguin,1953,,The Arts,Civic & Landscape Art  - Landscape Architecture,712,LAD,,,,,
16450,LIVES OF EMINENT PHILOSOPHERS VOLUME II,with an Enlgish translation by R.D. Hicks,Laertius - Diogenes,Heinemann,1979,0-434-99185-6,,,189,LAE,,,,,
12088,PRINCESSE DE CLEVES ~ THE,,LAFAYETTE - MADAME DE,Penguin Books,1962,,Literature,French Literature - French Fiction,843,LAF,,,,,
14629,THE PRINCESSE DE CLEVES,,Lafayette - Madame de,Penguin,1962,,,,843,LAF,,,,,
13489,THE DAGGER OF ISLAM,an invaluable guide to the most explosive force on today's world scene,Laffin - John,Sphere Books Ltd.,1979,,,,297,LAF,,,,,
10463,DIVIDED SELF ~ THE,An Existential Study in Sanity and Madness,LAING - R. D.,Penguin Books,1965,,Philosophy,General Psychology,150,LAI,,,,,
10464,DIVIDED SELF ~ THE,An Existential Study in Sanity and Madness,LAING - R. D.,Penguin Books,1965,,Philosophy,General Psychology,150,LAI,,,,,
10465,POLITICS OF EXPERIENCE ~ THE & THE BIRD OF PARADISE,,LAING - R. D.,Penguin Books,1968,,Philosophy,General Psychology,150,LAI,,,,,
10462,POLITICS OF THE FAMILY ~ THE,And Other Essays,LAING - R. D.,Penguin Books,1971,0 1402 1916 1,Philosophy,General Psychology,150,LAI,,,,,
10498,REASON AND VIOLENCE,A Decade of Sartre's Philosophy 1950-1960,LAING - R. D. & D. G. COOPER,Tavistock Publications Ltd. - London,1964,,Philosophy,Philosophical Topics - Humanism & Related Topics,144,LAI,,,,,
14508,R.D. LAING:  A LIFE,,Laing - Adrian,HarperCollins,1994,0-00-638829-9,,,920,LAI,,,,,
14498,CONVERSATIONS WITH CHILDREN,,Laing - R. D.,Pneguin,1978,,,,150,LAI,,,,,
14496,DO YOU LOVE ME?,,Laing - R. D.,Penguin,1976,,,,150,LAI,,,,,
